name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Sauvage Elixir Dior (male) ~ 2021,https://www.fragrantica.com/perfume/Dior/Sauvage-Elixir-68415.html,2226,1819,2021,1,4045,407,0.5877944325481799,0.5503090234857849,1.0,487.0,0.5486162135684546
Le Male Le Parfum Jean Paul Gaultier (male) ~ 2020,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Le-Parfum-61856.html,1735,982,2020,2,2717,753,0.9582441113490365,0.638571954361428,2.0,486.0,0.6348457350272232
La Nuit de L'Homme Bleu Électrique Yves Saint Laurent (male) ~ 2021,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-L-Homme-Bleu-Electrique-67997.html,1498,725,2021,3,2223,773,0.9796573875802999,0.6738641475483581,3.0,485.0,0.6687306501547987
Dior Homme Original Dior (male) ~ 2021,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Original-69010.html,1451,703,2021,4,2154,748,0.9528907922912206,0.6736304549675023,4.0,484.0,0.6683394160583942
Ombré Leather Parfum Tom Ford (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-Parfum-68716.html,1451,709,2021,5,2160,742,0.9464668094218416,0.6717592592592593,5.0,483.0,0.6665150136487716
L'Homme Idéal Extrême Guerlain (male) ~ 2020,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Extreme-60284.html,1287,495,2020,6,1782,792,1.0,0.7222222222222222,6.0,482.0,0.7148351648351648
Angels' Share By Kilian (unisex) ~ 2020,https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-62615.html,1086,458,2020,7,1544,628,0.8244111349036404,0.7033678756476683,7.0,481.0,0.695322376738306
Emporio Armani Stronger With You Absolutely Giorgio Armani (male) ~ 2021,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Absolutely-64501.html,1119,551,2021,8,1670,568,0.7601713062098502,0.670059880239521,8.0,480.0,0.6633489461358314
Acqua di Giò Profondo Giorgio Armani (male) ~ 2020,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profondo-59532.html,1108,601,2020,9,1709,507,0.6948608137044968,0.6483323581041545,9.0,479.0,0.6422438465941614
Interlude Black Iris Amouage (unisex) ~ 2020,https://www.fragrantica.com/perfume/Amouage/Interlude-Black-Iris-60929.html,869,396,2020,10,1265,473,0.6584582441113491,0.6869565217391305,10.0,478.0,0.6776669224865695
Beau De Jour Eau de Parfum Tom Ford (male) ~ 2020,https://www.fragrantica.com/perfume/Tom-Ford/Beau-De-Jour-Eau-de-Parfum-59064.html,879,473,2020,11,1352,406,0.5867237687366167,0.6501479289940828,11.0,477.0,0.6424460431654676
Dior Homme 2020 Dior (male) ~ 2020,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2020-58714.html,912,605,2020,12,1517,307,0.48072805139186303,0.6011865524060646,12.0,476.0,0.5954983922829582
Light Blue Forever pour Homme Dolce&Gabbana (male) ~ 2021,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Forever-pour-Homme-66556.html,883,586,2021,13,1469,297,0.47002141327623126,0.6010891763104153,13.0,475.0,0.595222295952223
Eros Eau de Parfum Versace (male) ~ 2020,https://www.fragrantica.com/perfume/Versace/Eros-Eau-de-Parfum-62762.html,913,658,2020,14,1571,255,0.42505353319057815,0.5811584977721197,14.0,474.0,0.5761342448725917
Gentleman Eau de Parfum Boisée Givenchy (male) ~ 2020,https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Parfum-Boisee-59009.html,689,307,2020,15,996,382,0.5610278372591007,0.6917670682730924,15.0,473.0,0.6798839458413927
Y Le Parfum Yves Saint Laurent (male) ~ 2021,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Le-Parfum-64718.html,771,473,2021,16,1244,298,0.47109207708779444,0.6197749196141479,16.0,472.0,0.6123244929797191
Terre d'Hermes Flacon H 2021 Parfum Hermès (male) ~ 2021,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Flacon-H-2021-Parfum-65397.html,656,296,2021,17,952,360,0.537473233404711,0.6890756302521008,17.0,471.0,0.6767676767676768
Pasha de Cartier Parfum Cartier (male) ~ 2020,https://www.fragrantica.com/perfume/Cartier/Pasha-de-Cartier-Parfum-59418.html,598,318,2020,18,916,280,0.45182012847965747,0.6528384279475983,18.0,470.0,0.6415094339622641
Armani Code Eau de Parfum Giorgio Armani (male) ~ 2021,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Eau-de-Parfum-65581.html,596,358,2021,19,954,238,0.40685224839400436,0.6247379454926625,19.0,469.0,0.6149193548387096
H24 Hermès (male) ~ 2021,https://www.fragrantica.com/perfume/Hermes/H24-65147.html,694,633,2021,20,1327,61,0.21734475374732337,0.5229841748304446,20.0,468.0,0.5186813186813187
The Most Wanted Azzaro (male) ~ 2021,https://www.fragrantica.com/perfume/Azzaro/The-Most-Wanted-66826.html,548,342,2021,21,890,206,0.3725910064239829,0.6157303370786517,21.0,467.0,0.6056034482758621
Tobacolor Dior (unisex) ~ 2021,https://www.fragrantica.com/perfume/Dior/Tobacolor-65551.html,434,246,2021,22,680,188,0.3533190578158458,0.638235294117647,22.0,466.0,0.6239554317548747
Le Lion Eau de Parfum Chanel (unisex) ~ 2020,https://www.fragrantica.com/perfume/Chanel/Le-Lion-Eau-de-Parfum-61036.html,410,258,2020,23,668,152,0.3147751605995718,0.6137724550898204,23.0,465.0,0.6005665722379604
Black Orchid Parfum Tom Ford (unisex) ~ 2020,https://www.fragrantica.com/perfume/Tom-Ford/Black-Orchid-Parfum-62199.html,402,303,2020,24,705,99,0.2580299785867238,0.5702127659574469,24.0,464.0,0.5598923283983849
Gentleman Eau de Toilette Intense Givenchy (male) ~ 2021,https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Toilette-Intense-65051.html,378,264,2021,25,642,114,0.2740899357601713,0.5887850467289719,25.0,463.0,0.5764705882352941
Spicebomb Infrared Viktor&Rolf (male) ~ 2021,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-Infrared-66514.html,385,309,2021,26,694,76,0.2334047109207709,0.5547550432276657,26.0,462.0,0.5450819672131147
Bade'e Al Oud Oud for Glory Lattafa Perfumes (unisex) ~ 2020,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Oud-for-Glory-64948.html,369,320,2020,27,689,49,0.20449678800856533,0.5355587808417998,27.0,461.0,0.5268225584594223
The One For Men Eau de Parfum Intense Dolce&Gabbana (male) ~ 2020,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-For-Men-Eau-de-Parfum-Intense-59313.html,331,245,2020,28,576,86,0.24411134903640258,0.5746527777777778,28.0,460.0,0.5618892508143323
Luna Rossa Ocean Prada (male) ~ 2021,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Ocean-68753.html,405,414,2021,29,819,-9,0.14239828693790152,0.4945054945054945,29.0,459.0,0.48891481913652274
