name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Speed Legends Night Drive Ex Nihilo (unisex) ~ 2024,https://www.fragrantica.com/perfume/Ex-Nihilo/Speed-Legends-Night-Drive-96548.html,10,2696,2024,340,2706,-2686,0.0021619024741772463,0.003695491500369549,341.0,447.0,0.0038795492333271752
Scoville Obvious (unisex) ~ 2024,https://www.fragrantica.com/perfume/Obvious/Scoville-90577.html,10,2696,2024,341,2706,-2686,0.0021619024741772463,0.003695491500369549,342.0,446.0,0.0038795492333271752
Silver Marble Simone Andreoli (unisex) ~ 2024,https://www.fragrantica.com/perfume/Simone-Andreoli/Silver-Marble-92034.html,12,2696,2024,342,2708,-2684,0.002642325246216659,0.004431314623338257,343.0,445.0,0.004247460757156048
Né Il Giorno Né L'Ora Filippo Sorcinelli (unisex) ~ 2023,https://www.fragrantica.com/perfume/Filippo-Sorcinelli/Ne-Il-Giorno-Ne-L-Ora-88034.html,10,2696,2023,343,2706,-2686,0.0021619024741772463,0.003695491500369549,344.0,444.0,0.0038795492333271752
The Mariner's Rhyme Francesca Bianchi (unisex) ~ 2024,https://www.fragrantica.com/perfume/Francesca-Bianchi/The-Mariner-s-Rhyme-91040.html,10,2696,2024,344,2706,-2686,0.0021619024741772463,0.003695491500369549,345.0,443.0,0.0038795492333271752
Ajayeb Dubai Lattafa Perfumes (unisex) ~ 2023,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ajayeb-Dubai-84223.html,12,2696,2023,345,2708,-2684,0.002642325246216659,0.004431314623338257,346.0,442.0,0.004247460757156048
Molecule 01 + Black Tea Escentric Molecules (unisex) ~ 2023,https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-01-Black-Tea-79414.html,8,2696,2023,346,2704,-2688,0.0016814797021378336,0.0029585798816568047,347.0,441.0,0.0035113657364627612
Scuro Bois 1920 (unisex) ~ 2023,https://www.fragrantica.com/perfume/Bois-1920/Scuro-80208.html,8,2696,2023,347,2704,-2688,0.0016814797021378336,0.0029585798816568047,348.0,440.0,0.0035113657364627612
Louis XV 1722 Xerjoff (unisex) ~ 2024,https://www.fragrantica.com/perfume/Xerjoff/Louis-XV-1722-99146.html,26,2696,2024,348,2722,-2670,0.006005284650492437,0.009551800146950772,349.0,439.0,0.00681525142751888
Oud in White Laboratorio Olfattivo (unisex) ~ 2024,https://www.fragrantica.com/perfume/Laboratorio-Olfattivo/Oud-in-White-97275.html,22,2696,2024,349,2718,-2674,0.005044439106413612,0.008094186902133923,350.0,438.0,0.00608294930875576
Eternity for Men Reflections Calvin Klein (male) ~ 2023,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-for-Men-Reflections-79844.html,21,2696,2023,350,2717,-2675,0.0048042277203939054,0.007729112992270887,351.0,437.0,0.0058997050147492625
Spice D'Arno Electimuss (unisex) ~ 2024,https://www.fragrantica.com/perfume/Electimuss/Spice-D-Arno-94645.html,14,2696,2024,351,2710,-2682,0.003122748018256072,0.0051660516605166054,352.0,436.0,0.0046151006091932805
Annacamento Toskovat' (unisex) ~ 2023,https://www.fragrantica.com/perfume/Toskovat/Annacamento-82583.html,11,2696,2023,352,2707,-2685,0.0024021138601969527,0.004063538973032878,353.0,435.0,0.004063538973032878
Decembrie 89 - Freedom elixir Adi Ale Van (unisex) ~ 2023,https://www.fragrantica.com/perfume/Adi-Ale-Van/Decembrie-89-Freedom-elixir-88793.html,10,2696,2023,353,2706,-2686,0.0021619024741772463,0.003695491500369549,354.0,434.0,0.0038795492333271752
Choco Raptor Lorenzo Pazzaglia (unisex) ~ 2023,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Choco-Raptor-79949.html,10,2696,2023,354,2706,-2686,0.0021619024741772463,0.003695491500369549,355.0,433.0,0.0038795492333271752
Vibrant Leather & Sandalwood Elixir Zara (male) ~ 2024,https://www.fragrantica.com/perfume/Zara/Vibrant-Leather-Sandalwood-Elixir-91436.html,12,2696,2024,355,2708,-2684,0.002642325246216659,0.004431314623338257,356.0,432.0,0.004247460757156048
Deziro Nishane (unisex) ~ 2024,https://www.fragrantica.com/perfume/Nishane/Deziro-93684.html,10,2696,2024,356,2706,-2686,0.0021619024741772463,0.003695491500369549,357.0,431.0,0.0038795492333271752
Vetiver Glacier Montblanc (male) ~ 2024,https://www.fragrantica.com/perfume/Montblanc/Vetiver-Glacier-92400.html,10,2696,2024,357,2706,-2686,0.0021619024741772463,0.003695491500369549,358.0,430.0,0.0038795492333271752
KHAMZAT Smesh Superz. (unisex) ~ 2023,https://www.fragrantica.com/perfume/Superz/KHAMZAT-Smesh-87775.html,12,2696,2023,358,2708,-2684,0.002642325246216659,0.004431314623338257,359.0,429.0,0.004247460757156048
Mangomacumba Spiritica (unisex) ~ 2024,https://www.fragrantica.com/perfume/Spiritica/Mangomacumba-92927.html,10,2696,2024,359,2706,-2686,0.0021619024741772463,0.003695491500369549,360.0,428.0,0.0038795492333271752
Patchouli Ink Montblanc (male) ~ 2024,https://www.fragrantica.com/perfume/Montblanc/Patchouli-Ink-92399.html,8,2696,2024,360,2704,-2688,0.0016814797021378336,0.0029585798816568047,361.0,427.0,0.0035113657364627612
John Varvatos XX Intense John Varvatos (male) ~ 2024,https://www.fragrantica.com/perfume/John-Varvatos/John-Varvatos-XX-Intense-90689.html,7,2696,2024,361,2703,-2689,0.0014412683161181272,0.002589715131335553,362.0,426.0,0.0033271719038817007
