,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
1390,Legend Montblanc 2011 EAU DE TOILETTE,Aventus Creed 2010,0.841,0.964,0.996,0.995
1391,Legend Montblanc 2011 EAU DE TOILETTE,Awake Akro 2018,0.403,0.913,0.799,0.785
1392,Legend Montblanc 2011 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.888,0.973,1.0,0.968
1393,Legend Montblanc 2011 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.332,0.82,0.732,0.92
1394,Legend Montblanc 2011 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.709,0.981,0.924,0.806
1395,Legend Montblanc 2011 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.841,0.994,0.997,0.999
1396,Legend Montblanc 2011 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.547,0.983,0.999,0.905
1397,Legend Montblanc 2011 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.368,0.785,0.685,0.962
1398,Legend Montblanc 2011 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.819,0.892,0.88,0.995
1399,Legend Montblanc 2011 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.722,0.962,0.932,0.998
1400,Legend Montblanc 2011 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.767,0.976,0.927,0.992
1401,Legend Montblanc 2011 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.569,0.797,0.821,0.858
1402,Legend Montblanc 2011 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.366,0.75,0.654,0.942
1403,Legend Montblanc 2011 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.716,0.999,0.945,0.944
1404,Legend Montblanc 2011 EAU DE TOILETTE,Dark Akro 2018,0.37,0.773,0.734,0.768
1405,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.689,0.956,0.873,0.962
1406,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.722,0.993,0.995,0.982
1407,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.334,0.693,0.744,0.953
1408,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.318,0.671,0.728,0.942
1409,Legend Montblanc 2011 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.719,0.985,0.967,0.621
1410,Legend Montblanc 2011 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.59,0.955,0.918,0.611
1411,Legend Montblanc 2011 EAU DE TOILETTE,Eau de Soleil Blanc Tom Ford 2017,0.479,0.989,0.876,0.665
1412,Legend Montblanc 2011 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.409,0.65,0.609,0.991
1413,Legend Montblanc 2011 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.847,0.849,0.978,0.965
1414,Legend Montblanc 2011 EAU DE TOILETTE,Explorer Montblanc 2019,0.917,0.997,0.999,0.999
1415,Legend Montblanc 2011 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.796,0.886,0.974,0.945
1416,Legend Montblanc 2011 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.385,0.703,0.675,0.966
1417,Legend Montblanc 2011 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.652,0.991,0.999,0.949
1418,Legend Montblanc 2011 EAU DE TOILETTE,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.752,0.966,0.997,0.979
1419,Legend Montblanc 2011 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.443,0.752,0.779,0.937
1420,Legend Montblanc 2011 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.606,0.922,0.798,0.995
1421,Legend Montblanc 2011 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.44,0.712,0.651,0.957
1422,Legend Montblanc 2011 EAU DE TOILETTE,Hugo Iced Hugo Boss 2017,0.729,0.948,0.925,0.99
1423,Legend Montblanc 2011 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.801,0.948,0.997,0.939
1424,Legend Montblanc 2011 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.701,0.791,0.847,0.982
1425,Legend Montblanc 2011 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.578,0.929,0.916,0.984
1426,Legend Montblanc 2011 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.801,0.99,0.949,0.987
1427,Legend Montblanc 2011 EAU DE TOILETTE,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.55,0.758,0.89,0.996
1428,Legend Montblanc 2011 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.653,0.813,0.857,0.994
1429,Legend Montblanc 2011 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.299,0.686,0.731,0.973
1430,Legend Montblanc 2011 EAU DE TOILETTE,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.614,0.858,0.925,0.985
1431,Legend Montblanc 2020 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.576,0.644,0.818,0.956
1432,Legend Montblanc 2020 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.587,0.677,0.844,0.958
1433,Legend Montblanc 2020 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.717,0.765,0.958,0.987
1434,Legend Montblanc 2020 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.635,0.993,0.97,0.979
1435,Legend Montblanc 2020 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.354,0.718,0.669,0.909
1436,Legend Montblanc 2020 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.411,0.846,0.846,0.616
1437,Legend Montblanc 2020 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.789,0.987,0.983,0.969
1438,Legend Montblanc 2020 EAU DE PARFUM,Angels' Share Kilian 2020,0.419,0.612,0.646,0.774
1439,Legend Montblanc 2020 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.708,0.984,0.914,0.997
1440,Legend Montblanc 2020 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.542,0.714,0.779,0.992
1441,Legend Montblanc 2020 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.749,0.85,0.875,0.995
1442,Legend Montblanc 2020 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.591,0.974,0.8,0.984
1443,Legend Montblanc 2020 EAU DE PARFUM,Aventus Creed 2010,0.684,0.952,0.984,0.996
1444,Legend Montblanc 2020 EAU DE PARFUM,Awake Akro 2018,0.412,0.907,0.829,0.786
1445,Legend Montblanc 2020 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.868,0.97,0.996,0.966
1446,Legend Montblanc 2020 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.391,0.811,0.769,0.924
1447,Legend Montblanc 2020 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.591,0.984,0.883,0.806
1448,Legend Montblanc 2020 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.804,0.986,0.986,0.999
1449,Legend Montblanc 2020 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.563,0.976,0.995,0.908
1450,Legend Montblanc 2020 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.432,0.775,0.725,0.964
1451,Legend Montblanc 2020 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.869,0.878,0.911,0.996
1452,Legend Montblanc 2020 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.783,0.966,0.893,0.997
1453,Legend Montblanc 2020 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.695,0.97,0.894,0.991
1454,Legend Montblanc 2020 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.52,0.792,0.854,0.86
1455,Legend Montblanc 2020 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.43,0.731,0.696,0.942
1456,Legend Montblanc 2020 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.695,0.993,0.911,0.945
1457,Legend Montblanc 2020 EAU DE PARFUM,Dark Akro 2018,0.43,0.767,0.772,0.769
1458,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.536,0.964,0.824,0.962
1459,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.721,0.988,0.981,0.982
1460,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.416,0.674,0.778,0.954
1461,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.455,0.656,0.762,0.944
1462,Legend Montblanc 2020 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.676,0.986,0.937,0.621
1463,Legend Montblanc 2020 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.561,0.963,0.875,0.611
1464,Legend Montblanc 2020 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.422,0.977,0.826,0.664
1465,Legend Montblanc 2020 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.476,0.631,0.65,0.991
1466,Legend Montblanc 2020 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.739,0.832,0.979,0.963
1467,Legend Montblanc 2020 EAU DE PARFUM,Explorer Montblanc 2019,0.829,0.992,0.99,0.999
1468,Legend Montblanc 2020 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.746,0.886,0.95,0.943
1469,Legend Montblanc 2020 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.47,0.687,0.717,0.968
1470,Legend Montblanc 2020 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.649,0.984,0.991,0.951
1471,Legend Montblanc 2020 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.793,0.952,0.996,0.98
1472,Legend Montblanc 2020 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.553,0.737,0.815,0.94
1473,Legend Montblanc 2020 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.714,0.912,0.84,0.995
1474,Legend Montblanc 2020 EAU DE PARFUM,Herod Parfums de Marly 2012,0.459,0.695,0.693,0.959
1475,Legend Montblanc 2020 EAU DE PARFUM,Hugo Iced Hugo Boss 2017,0.707,0.951,0.891,0.99
1476,Legend Montblanc 2020 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.777,0.943,0.987,0.937
1477,Legend Montblanc 2020 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.729,0.775,0.878,0.98
1478,Legend Montblanc 2020 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.586,0.942,0.88,0.983
1479,Legend Montblanc 2020 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.755,0.99,0.915,0.987
1480,Legend Montblanc 2020 EAU DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.622,0.738,0.911,0.996
1481,Legend Montblanc 2020 EAU DE PARFUM,Layton Parfums de Marly 2016,0.614,0.791,0.882,0.994
1482,Legend Montblanc 2020 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.338,0.669,0.766,0.972
1483,Legend Montblanc 2020 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.689,0.839,0.937,0.984
1484,Legend Montblanc 2020 EAU DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.917,0.993,0.995,1.0
1485,Les Royales Exclusives - Spice and Wood Creed 2010,1 Million Elixir Paco Rabanne 2022,0.322,0.838,0.887,0.868
1486,Les Royales Exclusives - Spice and Wood Creed 2010,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.416,0.867,0.913,0.857
1487,Les Royales Exclusives - Spice and Wood Creed 2010,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.521,0.925,0.983,0.909
1488,Les Royales Exclusives - Spice and Wood Creed 2010,Acqua di Giò Parfum Giorgio Armani 2023,0.568,0.931,0.942,0.962
1489,Les Royales Exclusives - Spice and Wood Creed 2010,Althaïr Parfums de Marly 2023,0.308,0.896,0.762,0.952
1490,Les Royales Exclusives - Spice and Wood Creed 2010,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.419,0.967,0.912,0.781
1491,Les Royales Exclusives - Spice and Wood Creed 2010,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.659,0.965,0.969,0.957
1492,Les Royales Exclusives - Spice and Wood Creed 2010,Angels' Share Kilian 2020,0.41,0.819,0.743,0.895
1493,Les Royales Exclusives - Spice and Wood Creed 2010,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.588,0.867,0.88,0.953
1494,Les Royales Exclusives - Spice and Wood Creed 2010,Armani Code Absolu pour Homme Giorgio Armani 2019,0.395,0.896,0.859,0.93
1495,Les Royales Exclusives - Spice and Wood Creed 2010,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.663,0.979,0.934,0.964
1496,Les Royales Exclusives - Spice and Wood Creed 2010,Artisan Pure John Varvatos 2017,0.608,0.837,0.75,0.963
1497,Les Royales Exclusives - Spice and Wood Creed 2010,Aventus Creed 2010,0.779,0.98,0.978,0.954
1498,Les Royales Exclusives - Spice and Wood Creed 2010,Awake Akro 2018,0.584,0.968,0.899,0.906
1499,Les Royales Exclusives - Spice and Wood Creed 2010,Bad Boy Cobalt Carolina Herrera 2022,0.592,0.926,0.984,0.863
1500,Les Royales Exclusives - Spice and Wood Creed 2010,Bentley for Men Absolute Bentley 2014,0.687,0.948,0.848,0.982
1501,Les Royales Exclusives - Spice and Wood Creed 2010,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.722,0.857,0.845,0.901
1502,Les Royales Exclusives - Spice and Wood Creed 2010,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.803,0.96,0.978,0.943
1503,Les Royales Exclusives - Spice and Wood Creed 2010,Bon Monsieur Rogue 2020,0.736,0.977,0.988,0.989
1504,Les Royales Exclusives - Spice and Wood Creed 2010,Boss Bottled Elixir Hugo Boss 2023,0.633,0.926,0.811,0.974
1505,Les Royales Exclusives - Spice and Wood Creed 2010,Boss Bottled Parfum Hugo Boss 2022,0.817,0.987,0.952,0.957
1506,Les Royales Exclusives - Spice and Wood Creed 2010,Chrome Azzaro 1996 EAU DE TOILETTE,0.579,0.812,0.857,0.914
1507,Les Royales Exclusives - Spice and Wood Creed 2010,Chrome Extrême Azzaro 2020,0.526,0.864,0.842,0.93
1508,Les Royales Exclusives - Spice and Wood Creed 2010,Cigar Rum Strangers Parfumerie 2017,0.712,0.934,0.914,0.959
1509,Les Royales Exclusives - Spice and Wood Creed 2010,Club Black Mercedes-Benz 2017,0.331,0.904,0.785,0.963
1510,Les Royales Exclusives - Spice and Wood Creed 2010,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.792,0.931,0.873,0.977
1511,Les Royales Exclusives - Spice and Wood Creed 2010,Dark Akro 2018,0.552,0.892,0.848,0.897
1512,Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Cologne Dior 2013,0.504,0.802,0.774,0.956
1513,Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.571,0.963,0.961,0.961
1514,Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Intense Dior 2011,0.346,0.874,0.857,0.996
1515,Les Royales Exclusives - Spice and Wood Creed 2010,Dior Homme Parfum Dior 2014,0.408,0.861,0.845,0.999
1516,Les Royales Exclusives - Spice and Wood Creed 2010,Eau Parfumée au Thé Blanc Bvlgari 2003,0.679,0.874,0.91,0.763
1517,Les Royales Exclusives - Spice and Wood Creed 2010,Eau Parfumée au Thé Vert Bvlgari 1992,0.673,0.803,0.837,0.754
1518,Les Royales Exclusives - Spice and Wood Creed 2010,Eau de Soleil Blanc Tom Ford 2017,0.235,0.931,0.787,0.776
1519,Les Royales Exclusives - Spice and Wood Creed 2010,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.396,0.835,0.747,0.964
1520,Les Royales Exclusives - Spice and Wood Creed 2010,Eros Versace 2020 EAU DE PARFUM,0.468,0.932,0.998,0.832
1521,Les Royales Exclusives - Spice and Wood Creed 2010,Explorer Montblanc 2019,0.777,0.931,0.975,0.938
1522,Les Royales Exclusives - Spice and Wood Creed 2010,First Instinct Together Man Abercrombie & Fitch 2020,0.341,0.699,0.921,0.89
1523,Les Royales Exclusives - Spice and Wood Creed 2010,Gentleman Givenchy Réserve Privée Givenchy 2022,0.482,0.878,0.803,0.976
1524,Les Royales Exclusives - Spice and Wood Creed 2010,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.866,0.957,0.98,0.995
1525,Les Royales Exclusives - Spice and Wood Creed 2010,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.842,0.991,0.993,0.969
1526,Les Royales Exclusives - Spice and Wood Creed 2010,Haltane Parfums de Marly 2021,0.67,0.912,0.884,0.988
1527,Les Royales Exclusives - Spice and Wood Creed 2010,Hero Burberry 2022 EAU DE PARFUM,0.556,0.987,0.893,0.94
1528,Les Royales Exclusives - Spice and Wood Creed 2010,Herod Parfums de Marly 2012,0.523,0.882,0.783,0.989
1529,Les Royales Exclusives - Spice and Wood Creed 2010,Hugo Iced Hugo Boss 2017,0.672,0.781,0.839,0.944
1530,Les Royales Exclusives - Spice and Wood Creed 2010,Invictus Platinum Paco Rabanne 2022,0.433,0.906,0.962,0.811
1531,Les Royales Exclusives - Spice and Wood Creed 2010,Invictus Victory Paco Rabanne 2021,0.488,0.925,0.932,0.865
1532,Les Royales Exclusives - Spice and Wood Creed 2010,Jimmy Choo Man Aqua Jimmy Choo 2022,0.607,0.771,0.828,0.87
1533,Les Royales Exclusives - Spice and Wood Creed 2010,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.74,0.887,0.88,0.971
1534,Les Royales Exclusives - Spice and Wood Creed 2010,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.617,0.914,0.961,0.949
1535,Les Royales Exclusives - Spice and Wood Creed 2010,Layton Parfums de Marly 2016,0.608,0.942,0.94,0.952
1536,Les Royales Exclusives - Spice and Wood Creed 2010,Le Mâle Elixir Jean Paul Gaultier 2023,0.179,0.855,0.848,0.924
1537,Les Royales Exclusives - Spice and Wood Creed 2010,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.45,0.946,0.98,0.917
1538,Les Royales Exclusives - Spice and Wood Creed 2010,Legend Montblanc 2011 EAU DE TOILETTE,0.744,0.937,0.981,0.935
1539,Les Royales Exclusives - Spice and Wood Creed 2010,Legend Montblanc 2020 EAU DE PARFUM,0.713,0.923,0.986,0.937
1540,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.23,0.363,0.367,0.992
1541,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.234,0.402,0.453,0.993
1542,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.428,0.505,0.623,0.993
1543,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.869,0.921,0.919,0.94
1544,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.114,0.445,0.179,0.929
1545,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.248,0.604,0.426,0.666
1546,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.651,0.882,0.884,0.981
1547,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Angels' Share Kilian 2020,0.151,0.315,0.16,0.805
1548,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.893,0.965,0.972,0.987
1549,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.205,0.436,0.343,0.997
1550,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.49,0.62,0.475,0.979
1551,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.817,0.981,1.0,0.983
1552,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Aventus Creed 2010,0.751,0.801,0.869,0.968
1553,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Awake Akro 2018,0.285,0.721,0.403,0.813
1554,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.589,0.878,0.842,0.993
1555,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.217,0.556,0.309,0.859
1556,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.835,0.976,0.983,0.843
1557,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.964,0.885,0.866,0.979
1558,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.496,0.845,0.836,0.856
1559,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.203,0.512,0.239,0.91
1560,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.525,0.656,0.506,0.966
1561,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.925,0.985,0.979,0.991
1562,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.954,0.948,0.979,0.975
1563,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.29,0.531,0.422,0.861
1564,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.142,0.463,0.206,0.956
1565,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.937,0.926,0.975,0.949
1566,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dark Akro 2018,0.18,0.526,0.31,0.796
1567,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.875,0.986,0.997,0.975
1568,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.577,0.884,0.896,0.984
1569,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.13,0.383,0.329,0.932
1570,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.144,0.357,0.312,0.906
1571,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.693,0.966,0.953,0.681
1572,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.625,0.988,0.985,0.675
1573,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eau de Soleil Blanc Tom Ford 2017,0.389,0.906,0.997,0.731
1574,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.169,0.339,0.165,0.982
1575,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.695,0.624,0.755,0.985
1576,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Explorer Montblanc 2019,0.854,0.922,0.87,0.981
1577,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.751,0.956,0.93,0.98
1578,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.179,0.399,0.227,0.915
1579,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.695,0.885,0.859,0.906
1580,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.519,0.798,0.814,0.979
1581,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.237,0.46,0.369,0.883
1582,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.318,0.716,0.376,0.993
1583,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.192,0.413,0.204,0.947
1584,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Hugo Iced Hugo Boss 2017,0.848,0.993,0.981,0.994
1585,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.582,0.848,0.881,0.982
1586,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.495,0.52,0.466,0.993
1587,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.903,0.971,0.986,0.994
1588,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.949,0.957,0.971,0.979
1589,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.323,0.465,0.547,0.99
1590,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.347,0.544,0.49,0.99
1591,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.094,0.392,0.311,0.993
