,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
774,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.322,0.694,0.563,0.955
775,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.348,0.874,0.575,0.994
776,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.227,0.654,0.407,0.991
777,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.597,0.948,0.967,0.926
778,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.501,0.735,0.651,0.958
779,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.859,0.967,0.993,0.961
780,Layton Parfums de Marly 2016,1 Million Elixir Paco Rabanne 2022,0.85,0.971,0.991,0.971
781,Layton Parfums de Marly 2016,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.894,0.982,0.993,0.969
782,Layton Parfums de Marly 2016,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.854,0.996,0.971,0.989
783,Layton Parfums de Marly 2016,Acqua di Giò Parfum Giorgio Armani 2023,0.292,0.8,0.773,0.971
784,Layton Parfums de Marly 2016,Althaïr Parfums de Marly 2023,0.781,0.991,0.933,0.948
785,Layton Parfums de Marly 2016,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.672,0.989,0.997,0.698
786,Layton Parfums de Marly 2016,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.723,0.859,0.829,0.991
787,Layton Parfums de Marly 2016,Angels' Share Kilian 2020,0.828,0.958,0.922,0.837
788,Layton Parfums de Marly 2016,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.3,0.734,0.674,0.999
789,Layton Parfums de Marly 2016,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.839,0.989,1.0,0.997
790,Layton Parfums de Marly 2016,Aventus Creed 2010,0.605,0.929,0.852,0.989
791,Layton Parfums de Marly 2016,Awake Akro 2018,0.717,0.949,0.993,0.847
792,Layton Parfums de Marly 2016,Bad Boy Cobalt Carolina Herrera 2022,0.76,0.869,0.864,0.972
793,Layton Parfums de Marly 2016,Bentley for Men Absolute Bentley 2014,0.445,0.992,0.976,0.921
794,Layton Parfums de Marly 2016,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.31,0.692,0.621,0.866
795,Layton Parfums de Marly 2016,Bon Monsieur Rogue 2020,0.361,0.899,0.875,0.917
796,Layton Parfums de Marly 2016,Boss Bottled Elixir Hugo Boss 2023,0.619,0.992,0.961,0.955
797,Layton Parfums de Marly 2016,Boss Bottled Parfum Hugo Boss 2022,0.808,0.981,0.992,0.988
798,Layton Parfums de Marly 2016,Chrome Azzaro 1996 EAU DE TOILETTE,0.333,0.664,0.64,0.992
799,Layton Parfums de Marly 2016,Cigar Rum Strangers Parfumerie 2017,0.767,0.983,0.996,0.902
800,Layton Parfums de Marly 2016,Club Black Mercedes-Benz 2017,0.775,0.994,0.947,0.973
801,Layton Parfums de Marly 2016,Dark Akro 2018,0.713,0.97,0.975,0.832
802,Layton Parfums de Marly 2016,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.54,0.839,0.81,0.996
803,Layton Parfums de Marly 2016,Dior Homme Intense Dior 2011,0.664,0.977,0.98,0.971
804,Layton Parfums de Marly 2016,Dior Homme Parfum Dior 2014,0.54,0.968,0.975,0.955
805,Layton Parfums de Marly 2016,Eau Parfumée au Thé Blanc Bvlgari 2003,0.375,0.704,0.722,0.703
806,Layton Parfums de Marly 2016,Eau Parfumée au Thé Vert Bvlgari 1992,0.276,0.612,0.612,0.695
807,Layton Parfums de Marly 2016,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.818,0.967,0.925,0.998
808,Layton Parfums de Marly 2016,Eros Versace 2020 EAU DE PARFUM,0.664,0.985,0.941,0.96
809,Layton Parfums de Marly 2016,Explorer Montblanc 2019,0.475,0.808,0.84,0.992
810,Layton Parfums de Marly 2016,First Instinct Together Man Abercrombie & Fitch 2020,0.491,0.588,0.738,0.968
811,Layton Parfums de Marly 2016,Gentleman Givenchy Réserve Privée Givenchy 2022,0.777,0.982,0.957,0.959
812,Layton Parfums de Marly 2016,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.386,0.824,0.854,0.955
813,Layton Parfums de Marly 2016,Haltane Parfums de Marly 2021,0.758,0.991,0.988,0.939
814,Layton Parfums de Marly 2016,Hero Burberry 2022 EAU DE PARFUM,0.756,0.96,0.983,0.999
815,Layton Parfums de Marly 2016,Herod Parfums de Marly 2012,0.898,0.985,0.946,0.979
816,Layton Parfums de Marly 2016,Invictus Platinum Paco Rabanne 2022,0.593,0.878,0.813,0.947
817,Layton Parfums de Marly 2016,Invictus Victory Paco Rabanne 2021,0.722,0.996,0.997,0.976
818,Layton Parfums de Marly 2016,Jimmy Choo Man Aqua Jimmy Choo 2022,0.265,0.618,0.591,0.979
819,Layton Parfums de Marly 2016,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.367,0.757,0.672,0.997
820,Le Mâle Elixir Jean Paul Gaultier 2023,1 Million Elixir Paco Rabanne 2022,0.729,0.999,0.994,0.991
821,Le Mâle Elixir Jean Paul Gaultier 2023,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.755,0.998,0.988,0.987
822,Le Mâle Elixir Jean Paul Gaultier 2023,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.691,0.987,0.9,0.98
823,Le Mâle Elixir Jean Paul Gaultier 2023,Acqua di Giò Parfum Giorgio Armani 2023,0.138,0.672,0.629,0.939
824,Le Mâle Elixir Jean Paul Gaultier 2023,Althaïr Parfums de Marly 2023,0.957,0.995,0.988,0.964
825,Le Mâle Elixir Jean Paul Gaultier 2023,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.671,0.953,0.989,0.741
826,Le Mâle Elixir Jean Paul Gaultier 2023,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.467,0.743,0.694,0.994
827,Le Mâle Elixir Jean Paul Gaultier 2023,Angels' Share Kilian 2020,0.89,0.995,0.983,0.864
828,Le Mâle Elixir Jean Paul Gaultier 2023,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.1,0.605,0.511,0.985
829,Le Mâle Elixir Jean Paul Gaultier 2023,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.699,0.937,0.98,0.978
830,Le Mâle Elixir Jean Paul Gaultier 2023,Aventus Creed 2010,0.157,0.841,0.728,0.961
831,Le Mâle Elixir Jean Paul Gaultier 2023,Awake Akro 2018,0.788,0.888,0.994,0.871
832,Le Mâle Elixir Jean Paul Gaultier 2023,Bad Boy Cobalt Carolina Herrera 2022,0.474,0.783,0.74,0.986
833,Le Mâle Elixir Jean Paul Gaultier 2023,Bentley for Men Absolute Bentley 2014,0.182,0.969,0.999,0.867
834,Le Mâle Elixir Jean Paul Gaultier 2023,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.039,0.549,0.45,0.894
835,Le Mâle Elixir Jean Paul Gaultier 2023,Bon Monsieur Rogue 2020,0.118,0.801,0.755,0.881
836,Le Mâle Elixir Jean Paul Gaultier 2023,Boss Bottled Elixir Hugo Boss 2023,0.368,0.984,0.997,0.911
837,Le Mâle Elixir Jean Paul Gaultier 2023,Boss Bottled Parfum Hugo Boss 2022,0.409,0.926,0.956,0.959
838,Le Mâle Elixir Jean Paul Gaultier 2023,Chrome Azzaro 1996 EAU DE TOILETTE,0.177,0.529,0.471,0.976
839,Le Mâle Elixir Jean Paul Gaultier 2023,Cigar Rum Strangers Parfumerie 2017,0.371,0.972,0.987,0.9
840,Le Mâle Elixir Jean Paul Gaultier 2023,Club Black Mercedes-Benz 2017,0.918,0.993,0.994,0.98
841,Le Mâle Elixir Jean Paul Gaultier 2023,Dark Akro 2018,0.71,0.973,0.999,0.856
842,Le Mâle Elixir Jean Paul Gaultier 2023,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.413,0.715,0.671,0.993
843,Le Mâle Elixir Jean Paul Gaultier 2023,Dior Homme Intense Dior 2011,0.754,0.987,1.0,0.951
844,Le Mâle Elixir Jean Paul Gaultier 2023,Dior Homme Parfum Dior 2014,0.502,0.986,1.0,0.925
845,Le Mâle Elixir Jean Paul Gaultier 2023,Eau Parfumée au Thé Blanc Bvlgari 2003,0.159,0.558,0.567,0.759
846,Le Mâle Elixir Jean Paul Gaultier 2023,Eau Parfumée au Thé Vert Bvlgari 1992,0.114,0.457,0.44,0.752
847,Le Mâle Elixir Jean Paul Gaultier 2023,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.846,0.994,0.984,0.986
848,Le Mâle Elixir Jean Paul Gaultier 2023,Eros Versace 2020 EAU DE PARFUM,0.451,0.96,0.852,0.968
849,Le Mâle Elixir Jean Paul Gaultier 2023,Explorer Montblanc 2019,0.116,0.681,0.71,0.972
850,Le Mâle Elixir Jean Paul Gaultier 2023,First Instinct Together Man Abercrombie & Fitch 2020,0.318,0.478,0.58,0.993
851,Le Mâle Elixir Jean Paul Gaultier 2023,Gentleman Givenchy Réserve Privée Givenchy 2022,0.82,0.993,0.996,0.913
852,Le Mâle Elixir Jean Paul Gaultier 2023,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.101,0.693,0.729,0.917
853,Le Mâle Elixir Jean Paul Gaultier 2023,Haltane Parfums de Marly 2021,0.468,0.989,0.996,0.891
854,Le Mâle Elixir Jean Paul Gaultier 2023,Hero Burberry 2022 EAU DE PARFUM,0.59,0.891,0.981,0.988
855,Le Mâle Elixir Jean Paul Gaultier 2023,Herod Parfums de Marly 2012,0.793,0.995,0.993,0.966
856,Le Mâle Elixir Jean Paul Gaultier 2023,Invictus Platinum Paco Rabanne 2022,0.467,0.808,0.673,0.97
857,Le Mâle Elixir Jean Paul Gaultier 2023,Invictus Victory Paco Rabanne 2021,0.697,0.985,0.979,0.976
858,Le Mâle Elixir Jean Paul Gaultier 2023,Jimmy Choo Man Aqua Jimmy Choo 2022,0.067,0.496,0.415,0.975
859,Le Mâle Elixir Jean Paul Gaultier 2023,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.104,0.63,0.508,0.985
860,Le Mâle Elixir Jean Paul Gaultier 2023,Layton Parfums de Marly 2016,0.723,0.977,0.977,0.99
861,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.755,0.952,0.954,0.992
862,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.84,0.965,0.975,0.991
863,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.884,0.986,0.982,0.989
864,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.368,0.845,0.864,0.949
865,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.637,0.975,0.87,0.943
866,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.782,0.984,0.971,0.688
867,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.755,0.894,0.906,0.987
868,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Angels' Share Kilian 2020,0.679,0.934,0.857,0.825
869,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.351,0.799,0.785,0.99
870,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.866,0.983,0.983,0.983
871,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Aventus Creed 2010,0.416,0.954,0.925,0.973
872,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Awake Akro 2018,0.512,0.961,0.964,0.834
873,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.683,0.92,0.929,0.992
874,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.36,0.984,0.932,0.871
875,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.291,0.755,0.74,0.859
876,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.384,0.93,0.939,0.876
877,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.576,0.982,0.905,0.921
878,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.682,0.98,0.981,0.97
879,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.451,0.739,0.757,0.989
880,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.501,0.975,0.969,0.875
881,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.653,0.98,0.887,0.966
882,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Dark Akro 2018,0.54,0.97,0.931,0.817
883,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.735,0.87,0.892,0.991
884,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.751,0.953,0.939,0.944
885,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.645,0.942,0.932,0.92
886,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.51,0.761,0.825,0.707
887,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.399,0.679,0.733,0.699
888,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.742,0.944,0.86,0.988
889,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.67,0.998,0.983,0.981
890,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Explorer Montblanc 2019,0.414,0.854,0.914,0.984
891,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.542,0.683,0.833,0.986
892,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.745,0.96,0.899,0.923
893,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.384,0.855,0.925,0.918
894,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.707,0.974,0.954,0.894
895,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.736,0.967,0.949,0.994
896,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.756,0.966,0.886,0.957
897,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.695,0.931,0.891,0.976
898,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.798,0.988,0.979,0.989
899,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.292,0.7,0.714,0.988
900,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.407,0.818,0.784,0.985
901,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.791,0.991,0.986,0.994
902,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.676,0.961,0.933,0.997
903,Legend Montblanc 2011 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.626,0.663,0.783,0.958
904,Legend Montblanc 2011 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.568,0.699,0.82,0.96
905,Legend Montblanc 2011 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.683,0.782,0.939,0.988
906,Legend Montblanc 2011 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.593,0.995,0.987,0.978
907,Legend Montblanc 2011 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.303,0.737,0.626,0.908
908,Legend Montblanc 2011 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.405,0.854,0.817,0.615
909,Legend Montblanc 2011 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.807,0.995,0.997,0.969
910,Legend Montblanc 2011 EAU DE TOILETTE,Angels' Share Kilian 2020,0.36,0.627,0.604,0.773
911,Legend Montblanc 2011 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.664,0.983,0.949,0.997
912,Legend Montblanc 2011 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.695,0.871,0.849,0.994
913,Legend Montblanc 2011 EAU DE TOILETTE,Aventus Creed 2010,0.841,0.964,0.996,0.995
914,Legend Montblanc 2011 EAU DE TOILETTE,Awake Akro 2018,0.403,0.913,0.799,0.785
915,Legend Montblanc 2011 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.888,0.973,1.0,0.968
916,Legend Montblanc 2011 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.332,0.82,0.732,0.92
917,Legend Montblanc 2011 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.709,0.981,0.924,0.806
918,Legend Montblanc 2011 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.547,0.983,0.999,0.905
919,Legend Montblanc 2011 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.368,0.785,0.685,0.962
920,Legend Montblanc 2011 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.819,0.892,0.88,0.995
921,Legend Montblanc 2011 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.722,0.962,0.932,0.998
922,Legend Montblanc 2011 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.569,0.797,0.821,0.858
923,Legend Montblanc 2011 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.366,0.75,0.654,0.942
924,Legend Montblanc 2011 EAU DE TOILETTE,Dark Akro 2018,0.37,0.773,0.734,0.768
925,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.722,0.993,0.995,0.982
926,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Intense Dior 2011,0.334,0.693,0.744,0.953
927,Legend Montblanc 2011 EAU DE TOILETTE,Dior Homme Parfum Dior 2014,0.318,0.671,0.728,0.942
928,Legend Montblanc 2011 EAU DE TOILETTE,Eau Parfumée au Thé Blanc Bvlgari 2003,0.719,0.985,0.967,0.621
929,Legend Montblanc 2011 EAU DE TOILETTE,Eau Parfumée au Thé Vert Bvlgari 1992,0.59,0.955,0.918,0.611
930,Legend Montblanc 2011 EAU DE TOILETTE,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.409,0.65,0.609,0.991
931,Legend Montblanc 2011 EAU DE TOILETTE,Eros Versace 2020 EAU DE PARFUM,0.847,0.849,0.978,0.965
932,Legend Montblanc 2011 EAU DE TOILETTE,Explorer Montblanc 2019,0.917,0.997,0.999,0.999
933,Legend Montblanc 2011 EAU DE TOILETTE,First Instinct Together Man Abercrombie & Fitch 2020,0.796,0.886,0.974,0.945
934,Legend Montblanc 2011 EAU DE TOILETTE,Gentleman Givenchy Réserve Privée Givenchy 2022,0.385,0.703,0.675,0.966
935,Legend Montblanc 2011 EAU DE TOILETTE,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.652,0.991,0.999,0.949
936,Legend Montblanc 2011 EAU DE TOILETTE,Haltane Parfums de Marly 2021,0.443,0.752,0.779,0.937
937,Legend Montblanc 2011 EAU DE TOILETTE,Hero Burberry 2022 EAU DE PARFUM,0.606,0.922,0.798,0.995
938,Legend Montblanc 2011 EAU DE TOILETTE,Herod Parfums de Marly 2012,0.44,0.712,0.651,0.957
939,Legend Montblanc 2011 EAU DE TOILETTE,Invictus Platinum Paco Rabanne 2022,0.801,0.948,0.997,0.939
940,Legend Montblanc 2011 EAU DE TOILETTE,Invictus Victory Paco Rabanne 2021,0.701,0.791,0.847,0.982
941,Legend Montblanc 2011 EAU DE TOILETTE,Jimmy Choo Man Aqua Jimmy Choo 2022,0.578,0.929,0.916,0.984
942,Legend Montblanc 2011 EAU DE TOILETTE,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.801,0.99,0.949,0.987
943,Legend Montblanc 2011 EAU DE TOILETTE,Layton Parfums de Marly 2016,0.653,0.813,0.857,0.994
944,Legend Montblanc 2011 EAU DE TOILETTE,Le Mâle Elixir Jean Paul Gaultier 2023,0.299,0.686,0.731,0.973
945,Legend Montblanc 2011 EAU DE TOILETTE,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.614,0.858,0.925,0.985
946,Legend Montblanc 2020 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.576,0.644,0.818,0.956
947,Legend Montblanc 2020 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.587,0.677,0.844,0.958
948,Legend Montblanc 2020 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.717,0.765,0.958,0.987
949,Legend Montblanc 2020 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.635,0.993,0.97,0.979
950,Legend Montblanc 2020 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.354,0.718,0.669,0.909
951,Legend Montblanc 2020 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.411,0.846,0.846,0.616
952,Legend Montblanc 2020 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.789,0.987,0.983,0.969
953,Legend Montblanc 2020 EAU DE PARFUM,Angels' Share Kilian 2020,0.419,0.612,0.646,0.774
954,Legend Montblanc 2020 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.708,0.984,0.914,0.997
955,Legend Montblanc 2020 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.749,0.85,0.875,0.995
956,Legend Montblanc 2020 EAU DE PARFUM,Aventus Creed 2010,0.684,0.952,0.984,0.996
957,Legend Montblanc 2020 EAU DE PARFUM,Awake Akro 2018,0.412,0.907,0.829,0.786
958,Legend Montblanc 2020 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.868,0.97,0.996,0.966
959,Legend Montblanc 2020 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.391,0.811,0.769,0.924
960,Legend Montblanc 2020 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.591,0.984,0.883,0.806
961,Legend Montblanc 2020 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.563,0.976,0.995,0.908
962,Legend Montblanc 2020 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.432,0.775,0.725,0.964
963,Legend Montblanc 2020 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.869,0.878,0.911,0.996
964,Legend Montblanc 2020 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.783,0.966,0.893,0.997
965,Legend Montblanc 2020 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.52,0.792,0.854,0.86
966,Legend Montblanc 2020 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.43,0.731,0.696,0.942
967,Legend Montblanc 2020 EAU DE PARFUM,Dark Akro 2018,0.43,0.767,0.772,0.769
968,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.721,0.988,0.981,0.982
969,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.416,0.674,0.778,0.954
970,Legend Montblanc 2020 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.455,0.656,0.762,0.944
971,Legend Montblanc 2020 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.676,0.986,0.937,0.621
972,Legend Montblanc 2020 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.561,0.963,0.875,0.611
973,Legend Montblanc 2020 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.476,0.631,0.65,0.991
974,Legend Montblanc 2020 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.739,0.832,0.979,0.963
975,Legend Montblanc 2020 EAU DE PARFUM,Explorer Montblanc 2019,0.829,0.992,0.99,0.999
976,Legend Montblanc 2020 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.746,0.886,0.95,0.943
977,Legend Montblanc 2020 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.47,0.687,0.717,0.968
978,Legend Montblanc 2020 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.649,0.984,0.991,0.951
979,Legend Montblanc 2020 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.553,0.737,0.815,0.94
980,Legend Montblanc 2020 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.714,0.912,0.84,0.995
981,Legend Montblanc 2020 EAU DE PARFUM,Herod Parfums de Marly 2012,0.459,0.695,0.693,0.959
982,Legend Montblanc 2020 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.777,0.943,0.987,0.937
983,Legend Montblanc 2020 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.729,0.775,0.878,0.98
984,Legend Montblanc 2020 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.586,0.942,0.88,0.983
985,Legend Montblanc 2020 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.755,0.99,0.915,0.987
986,Legend Montblanc 2020 EAU DE PARFUM,Layton Parfums de Marly 2016,0.614,0.791,0.882,0.994
987,Legend Montblanc 2020 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.338,0.669,0.766,0.972
988,Legend Montblanc 2020 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.689,0.839,0.937,0.984
