link,upvotes,downvotes,inverse_rank,order,name
https://www.fragrantica.com/perfume/Givenchy/Gentleman-1974-2965.html,538.0,313.0,5452.0,950.0,Gentleman (1974) Givenchy (male) ~ 1974
https://www.fragrantica.com/perfume/Hermes/Bel-Ami-25.html,376.0,241.0,4934.0,1468.0,Bel Ami Hermès (male) ~ 1986
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Rive-Gauche-pour-Homme-1032.html,512.0,284.0,4882.0,800.0,Rive Gauche pour Homme Yves Saint Laurent (male) ~ 2003
https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-39029.html,2919.0,1324.0,6216.0,186.0,Prada L'Homme Prada (male) ~ 2016
https://www.fragrantica.com/perfume/Gucci/Gucci-Pour-Homme-II-1119.html,402.0,202.0,5153.0,1249.0,Gucci Pour Homme II Gucci (male) ~ 2007
https://www.fragrantica.com/perfume/Caron/Pour-Un-Homme-de-Caron-3166.html,564.0,401.0,5432.0,970.0,Pour Un Homme de Caron Caron (male) ~ 1934
https://www.fragrantica.com/perfume/Guerlain/Heritage-Eau-de-Toilette-1880.html,608.0,279.0,5600.0,802.0,Heritage Eau de Toilette Guerlain (male) ~ 1992
https://www.fragrantica.com/perfume/Frederic-Malle/Musc-Ravageur-1801.html,706.0,419.0,4955.0,790.0,Musc Ravageur Frederic Malle (unisex) ~ 2000
https://www.fragrantica.com/perfume/Versace/Versace-Man-Eau-Fraiche-644.html,764.0,484.0,5695.0,707.0,Versace Man Eau Fraiche Versace (male) ~ 2006
https://www.fragrantica.com/perfume/Boucheron/Jaipur-Homme-137.html,381.0,222.0,4605.0,929.0,Jaipur Homme Boucheron (male) ~ 1998
https://www.fragrantica.com/perfume/Davidoff/Zino-Davidoff-590.html,513.0,341.0,4643.0,739.0,Zino Davidoff Davidoff (male) ~ 1986
https://www.fragrantica.com/perfume/Bvlgari/Aqva-Amara-22675.html,580.0,391.0,5363.0,1039.0,Aqva Amara Bvlgari (male) ~ 2014
https://www.fragrantica.com/perfume/Amouage/Reflection-Man-920.html,1123.0,541.0,5942.0,460.0,Reflection Man Amouage (male) ~ 2006
https://www.fragrantica.com/perfume/Bvlgari/Black-154.html,460.0,311.0,4754.0,928.0,Black Bvlgari (unisex) ~ 1998
