link,upvotes,downvotes,inverse_rank,order,name,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
https://www.fragrantica.com/perfume/Paco-Rabanne/1-Million-23908.html,7.0,25.0,23.0,818.0,1 Million $ Paco Rabanne (male) ~ 2014,32.0,-18.0,0.02265122265122265,0.21875,1084.0,1349.0,0.26785714285714285
https://www.fragrantica.com/perfume/Papillon-Artisan-Perfumes/Salome-32210.html,4.0,20.0,22.0,819.0,Salome Papillon Artisan Perfumes (unisex) ~ 2015,24.0,-16.0,0.023166023166023165,0.16666666666666666,1087.5,1345.5,0.25
https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Majeste-40057.html,3.0,18.0,21.0,820.0,Cuir Majeste Giorgio Armani (unisex) ~ 2016,21.0,-15.0,0.023423423423423424,0.14285714285714285,1091.5,1341.5,0.24444444444444444
https://www.fragrantica.com/perfume/Joop/Joop-Homme-Extreme-27498.html,3.0,18.0,20.0,821.0,Joop! Homme Extreme Joop! (male) ~ 2014,21.0,-15.0,0.023423423423423424,0.14285714285714285,1095.0,1338.0,0.24444444444444444
https://www.fragrantica.com/perfume/Tom-Ford/Black-Violet-1823.html,9.0,31.0,18.0,823.0,Black Violet Tom Ford (unisex) ~ 2007,40.0,-22.0,0.021621621621621623,0.225,1100.5,1332.5,0.265625
https://www.fragrantica.com/perfume/Ineke/Field-Notes-From-Paris-6482.html,2.0,17.0,17.0,824.0,Field Notes From Paris Ineke (unisex) ~ 2009,19.0,-15.0,0.023423423423423424,0.10526315789473684,1105.0,1328.0,0.23255813953488372
https://www.fragrantica.com/perfume/Anat-Fritz/Tzora-17099.html,2.0,17.0,16.0,825.0,Tzora Anat Fritz (unisex) ~ 2012,19.0,-15.0,0.023423423423423424,0.10526315789473684,1110.5,1322.5,0.23255813953488372
https://www.fragrantica.com/perfume/All-Good-Scents/Cool-29623.html,1.0,15.0,14.0,827.0,Cool All Good Scents (male) ~ 2014,16.0,-14.0,0.02368082368082368,0.0625,1115.5,1317.5,0.225
https://www.fragrantica.com/perfume/O-Boticario/Malbec-7355.html,11.0,39.0,187.0,1774.0,Malbec O Boticário (male) ~ 2004,50.0,-28.0,0.020077220077220077,0.22,2290.5,142.5,0.25675675675675674
https://www.fragrantica.com/perfume/Anat-Fritz/Anat-Fritz-Classical-20532.html,5.0,27.0,178.0,1783.0,Anat Fritz Classical Anat Fritz (unisex) ~ 2013,32.0,-22.0,0.021621621621621623,0.15625,2298.5,134.5,0.23214285714285715
https://www.fragrantica.com/perfume/Paco-Rabanne/1-Million-Intense-17472.html,15.0,58.0,15.0,1546.0,1 Million Intense Paco Rabanne (male) ~ 2013,73.0,-43.0,0.016216216216216217,0.2054794520547945,2123.0,310.0,0.23711340206185566
https://www.fragrantica.com/perfume/Xerjoff/Al-Khat-14806.html,8.0,31.0,10.0,831.0,Al-Khat Xerjoff (unisex) ~ 2012,39.0,-23.0,0.021364221364221364,0.20512820512820512,1124.5,1308.5,0.25396825396825395
https://www.fragrantica.com/perfume/Lady-Gaga/Eau-de-Gaga-27058.html,25.0,60.0,253.0,1245.0,Eau de Gaga Lady Gaga (unisex) ~ 2014,85.0,-35.0,0.018275418275418273,0.29411764705882354,1858.5,574.5,0.30275229357798167
https://www.fragrantica.com/perfume/Bois-1920/Oro-1920-21767.html,6.0,30.0,126.0,1435.0,Oro 1920 Bois 1920 (unisex) ~ 2013,36.0,-24.0,0.021106821106821105,0.16666666666666666,2030.0,403.0,0.23333333333333334
https://www.fragrantica.com/perfume/Brut-Parfums-Prestige/Brut-Oceans-15308.html,3.0,21.0,7.0,834.0,Brut Oceans Brut Parfums Prestige (male) ~ 2007,24.0,-18.0,0.02265122265122265,0.125,1131.5,1301.5,0.22916666666666666
https://www.fragrantica.com/perfume/Davidoff/Davidoff-Cool-Water-Man-Coral-Reef-Edition-23599.html,3.0,21.0,6.0,835.0,Davidoff Cool Water Man Coral Reef Edition Davidoff (male) ~ 2014,24.0,-18.0,0.02265122265122265,0.125,1136.0,1297.0,0.22916666666666666
https://www.fragrantica.com/perfume/Benetton/United-Dreams-Men-Aim-High-31632.html,2.0,20.0,5.0,836.0,United Dreams Men Aim High Benetton (male) ~ 2015,22.0,-18.0,0.02265122265122265,0.09090909090909091,1138.5,1294.5,0.21739130434782608
https://www.fragrantica.com/perfume/Frapin/The-Orchid-Man-32088.html,7.0,38.0,42.0,1519.0,The Orchid Man Frapin (unisex) ~ 2015,45.0,-31.0,0.019305019305019305,0.15555555555555556,2105.0,328.0,0.21739130434782608
https://www.fragrantica.com/perfume/Bond-No-9/Andy-Warhol-Silver-Factory-1297.html,7.0,32.0,3.0,838.0,Andy Warhol Silver Factory Bond No 9 (unisex) ~ 2007,39.0,-25.0,0.02084942084942085,0.1794871794871795,1144.0,1289.0,0.23809523809523808
https://www.fragrantica.com/perfume/Alessandro-Dell-Acqua/Alessandro-Dell-Acqua-Man-2359.html,2.0,22.0,2.0,839.0,Alessandro Dell' Acqua Man Alessandro Dell' Acqua (male) ~ 2003,24.0,-20.0,0.022136422136422137,0.08333333333333333,1147.0,1286.0,0.20833333333333334
https://www.fragrantica.com/perfume/Al-Rehab/Choco-Musk-20139.html,2.0,22.0,1.0,840.0,Choco Musk Al-Rehab (unisex),24.0,-20.0,0.022136422136422137,0.08333333333333333,1150.0,1283.0,0.20833333333333334
https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-2018-50239.html,2936.0,1390.0,5416.0,145.0,Ombré Leather (2018) Tom Ford (unisex) ~ 2018,4326.0,1546.0,0.42522522522522516,0.6786870087840962,17.0,2416.0,0.6767816091954023
https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Parfum-49912.html,2789.0,1727.0,5377.0,184.0,Bleu de Chanel Parfum Chanel (male) ~ 2018,4516.0,1062.0,0.3006435006435006,0.6175819309123117,22.0,2411.0,0.616079295154185
https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-EDT-44762.html,365.0,209.0,3497.0,888.0,L'Instant de Guerlain pour Homme EDT Guerlain (male) ~ 2016,574.0,156.0,0.06743886743886744,0.6358885017421603,1251.5,1181.5,0.6237458193979933
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Grand-Soir-40816.html,938.0,513.0,5122.0,439.0,Grand Soir Maison Francis Kurkdjian (unisex) ~ 2016,1451.0,425.0,0.13667953667953667,0.6464507236388698,181.0,2252.0,0.6413559322033898
https://www.fragrantica.com/perfume/Dior/Sauvage-Eau-de-Parfum-48100.html,940.0,968.0,4828.0,733.0,Sauvage Eau de Parfum Dior (male) ~ 2018,1908.0,-28.0,0.020077220077220077,0.49266247379454925,860.5,1572.5,0.4906832298136646
https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-Intense-45396.html,1306.0,733.0,5165.0,396.0,Prada L'Homme Intense Prada (male) ~ 2017,2039.0,573.0,0.17477477477477477,0.6405100539480137,130.0,2303.0,0.6369365002423655
https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Parfum-48476.html,798.0,512.0,4480.0,424.0,Gentleman Eau de Parfum Givenchy (male) ~ 2018,1310.0,286.0,0.1009009009009009,0.6091603053435114,164.0,2269.0,0.6041979010494752
https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Cologne-30620.html,627.0,434.0,4748.0,813.0,L’Homme Ideal Cologne Guerlain (male) ~ 2015,1061.0,193.0,0.07696267696267696,0.590951932139491,1067.5,1365.5,0.5852534562211982
https://www.fragrantica.com/perfume/Parfums-de-Marly/Carlisle-33514.html,586.0,356.0,4865.0,696.0,Carlisle Parfums de Marly (unisex) ~ 2015,942.0,230.0,0.08648648648648648,0.6220806794055201,752.0,1681.0,0.6149068322981367
https://www.fragrantica.com/perfume/Van-Cleef-Arpels/Midnight-in-Paris-Eau-de-Parfum-31465.html,89.0,64.0,1114.0,263.0,Midnight in Paris Eau de Parfum Van Cleef & Arpels (male) ~ 2010,153.0,25.0,0.03371943371943372,0.5816993464052288,47.0,2386.0,0.5480225988700564
https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-for-Him-Bleu-Noir-31247.html,135.0,106.0,2526.0,991.0,Narciso Rodriguez for Him Bleu Noir Narciso Rodriguez (male) ~ 2015,241.0,29.0,0.03474903474903475,0.5601659751037344,1480.0,953.0,0.539622641509434
https://www.fragrantica.com/perfume/John-Varvatos/Artisan-Pure-46623.html,480.0,307.0,4599.0,962.0,Artisan Pure John Varvatos (male) ~ 2017,787.0,173.0,0.07181467181467181,0.6099110546378653,1415.5,1017.5,0.6017262638717632
https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Parfum-2017-43977.html,1113.0,595.0,5146.0,415.0,Eau Sauvage Parfum 2017 Dior (male) ~ 2017,1708.0,518.0,0.16061776061776062,0.6516393442622951,155.0,2278.0,0.6472286374133949
https://www.fragrantica.com/perfume/Nicolai-Parfumeur-Createur/New-York-Intense-28180.html,193.0,187.0,3880.0,1681.0,New York Intense Nicolai Parfumeur Createur (unisex) ~ 2014,380.0,6.0,0.02882882882882883,0.5078947368421053,2219.5,213.5,0.4975247524752475
https://www.fragrantica.com/perfume/By-Kilian/Straight-to-Heaven-Extreme-43811.html,70.0,49.0,1322.0,1175.0,Straight to Heaven Extreme By Kilian (unisex) ~ 2017,119.0,21.0,0.032689832689832686,0.5882352941176471,1802.0,631.0,0.5454545454545454
https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-L-Intense-49416.html,231.0,131.0,4271.0,1290.0,L'Homme Idéal L'Intense Guerlain (male) ~ 2018,362.0,100.0,0.05302445302445302,0.638121546961326,1898.0,535.0,0.6191709844559585
https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Him-Eau-de-Parfum-Intense-14741.html,62.0,56.0,1879.0,1137.0,Narciso Rodriguez For Him Eau de Parfum Intense Narciso Rodriguez (male) ~ 2012,118.0,6.0,0.02882882882882883,0.5254237288135594,1768.0,665.0,0.49295774647887325
https://www.fragrantica.com/perfume/Paco-Rabanne/1-Million-Lucky-48903.html,329.0,378.0,3793.0,1768.0,1 Million Lucky Paco Rabanne (male) ~ 2018,707.0,-49.0,0.014671814671814672,0.46534653465346537,2281.5,151.5,0.46101231190150477
https://www.fragrantica.com/perfume/Amouage/Journey-Man-25251.html,149.0,131.0,3310.0,1383.0,Journey Man Amouage (male) ~ 2014,280.0,18.0,0.03191763191763192,0.5321428571428571,1989.0,444.0,0.5164473684210527
https://www.fragrantica.com/perfume/Azzaro/Wanted-by-Night-49144.html,655.0,456.0,4706.0,855.0,Wanted by Night Azzaro (male) ~ 2018,1111.0,199.0,0.0785070785070785,0.5895589558955896,1177.5,1255.5,0.5841409691629956
https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-1684.html,190.0,122.0,3713.0,1191.0,Colonia Intensa Acqua di Parma (male) ~ 2007,312.0,68.0,0.044787644787644784,0.6089743589743589,1817.0,616.0,0.5892857142857143
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-50757.html,1926.0,1211.0,5164.0,397.0,Y Eau de Parfum Yves Saint Laurent (male) ~ 2018,3137.0,715.0,0.2113256113256113,0.6139623844437361,132.0,2301.0,0.6118316988294843
https://www.fragrantica.com/perfume/Dior/Dior-Homme-Eau-for-Men-22860.html,289.0,201.0,4292.0,1269.0,Dior Homme Eau for Men Dior (male) ~ 2014,490.0,88.0,0.04993564993564993,0.5897959183673469,1878.0,555.0,0.5778210116731517
https://www.fragrantica.com/perfume/Hermes/Terre-D-Hermes-Eau-Intense-Vetiver-50672.html,426.0,369.0,4487.0,1074.0,Terre D'Hermes Eau Intense Vetiver Hermès (male) ~ 2018,795.0,57.0,0.04195624195624195,0.5358490566037736,1652.0,781.0,0.5299145299145299
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-6804.html,28.0,25.0,544.0,176.0,Aqua Universalis Maison Francis Kurkdjian (unisex) ~ 2009,53.0,3.0,0.028056628056628057,0.5283018867924528,20.0,2413.0,0.4675324675324675
