fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity,total_similarity
Toy Boy Moschino 2019,First Instinct Together Man Abercrombie & Fitch 2020,0.584,0.681,0.86,0.976,0.1
Toy Boy Moschino 2019,Gentleman Givenchy Réserve Privée Givenchy 2022,0.471,0.934,0.872,0.886,-0.17
Toy Boy Moschino 2019,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.458,0.89,0.939,0.916,-0.27
Toy Boy Moschino 2019,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.816,0.954,0.965,0.978,0.408
Toy Boy Moschino 2019,Haltane Parfums de Marly 2021,0.534,0.955,0.933,0.886,-0.135
Toy Boy Moschino 2019,Hero Burberry 2022 EAU DE PARFUM,0.595,0.99,0.941,0.949,-0.021
Toy Boy Moschino 2019,Herod Parfums de Marly 2012,0.534,0.94,0.853,0.974,-0.055
Toy Boy Moschino 2019,Hugo Iced Hugo Boss 2017,0.434,0.723,0.75,0.965,-0.186
Toy Boy Moschino 2019,Invictus Platinum Paco Rabanne 2022,0.61,0.927,0.916,0.913,0.097
Toy Boy Moschino 2019,Invictus Victory Paco Rabanne 2021,0.649,0.977,0.968,0.908,0.143
Toy Boy Moschino 2019,Jimmy Choo Man Aqua Jimmy Choo 2022,0.281,0.708,0.736,0.908,-0.319
Toy Boy Moschino 2019,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.564,0.837,0.8,0.967,-0.031
Toy Boy Moschino 2019,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.617,0.959,0.986,0.95,-0.034
Toy Boy Moschino 2019,Layton Parfums de Marly 2016,0.642,0.984,0.975,0.958,-0.016
Toy Boy Moschino 2019,Le Mâle Elixir Jean Paul Gaultier 2023,0.402,0.931,0.905,0.977,-0.003
Toy Boy Moschino 2019,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.681,0.988,0.989,0.959,0.188
Toy Boy Moschino 2019,Legend Montblanc 2011 EAU DE TOILETTE,0.733,0.888,0.944,0.921,0.101
Toy Boy Moschino 2019,Legend Montblanc 2020 EAU DE PARFUM,0.737,0.865,0.961,0.92,0.075
Toy Boy Moschino 2019,Les Royales Exclusives - Spice and Wood Creed 2010,0.583,0.969,0.988,0.941,-0.145
Toy Boy Moschino 2019,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.395,0.661,0.638,0.948,-0.242
Toy Boy Moschino 2019,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.487,0.966,0.978,0.887,0.282
Toy Boy Moschino 2019,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.61,0.955,0.976,0.937,-0.112
Toy Boy Moschino 2019,Mandarino di Amalfi Acqua Tom Ford 2017,0.451,0.813,0.715,0.981,0.03
Toy Boy Moschino 2019,Millésime Impérial Creed 1994,0.382,0.902,0.82,0.982,-0.253
Toy Boy Moschino 2019,Mousse Illuminée Rogue 2018,0.594,0.963,0.982,0.936,0.132
Toy Boy Moschino 2019,Mugler Cologne Mugler 2001,0.478,0.754,0.749,0.987,0.101
Toy Boy Moschino 2019,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.481,0.945,0.932,0.945,-0.039
Toy Boy Moschino 2019,Myslf Yves Saint Laurent 2023,0.815,0.912,0.949,0.968,0.503
Toy Boy Moschino 2019,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.476,0.829,0.675,0.978,0.138
Toy Boy Moschino 2019,Oliver Strangers Parfumerie 2018,0.627,0.815,0.804,0.99,0.225
Toy Boy Moschino 2019,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.468,0.962,0.935,0.949,0.087
Toy Boy Moschino 2019,Oud for Greatness Initio 2018,0.478,0.906,0.9,0.956,-0.09
Toy Boy Moschino 2019,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.526,0.929,0.912,0.945,-0.038
Toy Boy Moschino 2019,Percival Parfums de Marly 2018,0.59,0.845,0.892,0.946,-0.247
Toy Boy Moschino 2019,Play Intense Givenchy 2008 EAU DE TOILETTE,0.484,0.978,0.933,0.946,-0.062
Toy Boy Moschino 2019,Polo Deep Blue Ralph Lauren 2020,0.491,0.712,0.722,0.919,-0.249
Toy Boy Moschino 2019,Polo Red Parfum Ralph Lauren 2023,0.7,0.94,0.998,0.967,0.083
Toy Boy Moschino 2019,Reflection Man Amouage 2007,0.785,0.98,0.963,0.964,0.496
Toy Boy Moschino 2019,Royal Oud Creed 2011,0.539,0.976,0.991,0.908,-0.251
Toy Boy Moschino 2019,Salted Green Mango Strangers Parfumerie 2019,0.469,0.897,0.753,0.989,-0.031
Toy Boy Moschino 2019,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.6,0.955,0.989,0.95,-0.171
Toy Boy Moschino 2019,Sapphire Collection - London Widian / AJ Arabia 2018,0.502,0.923,0.957,0.981,0.146
Toy Boy Moschino 2019,Sartorial Penhaligon's 2010,0.615,0.958,0.995,0.901,-0.062
Toy Boy Moschino 2019,Sauvage Dior 2018 EAU DE PARFUM,0.663,0.971,0.982,0.922,-0.016
Toy Boy Moschino 2019,Signature Zaharoff 2018 EAU DE PARFUM,0.737,0.968,0.993,0.917,0.159
Toy Boy Moschino 2019,Silver Mountain Water Creed 1995,0.501,0.842,0.816,0.995,-0.013
Toy Boy Moschino 2019,Targhee Forest Rogue 2023,0.657,0.881,0.982,0.912,0.079
Toy Boy Moschino 2019,Terre d'Hermès Eau Givrée Hermès 2022,0.442,0.81,0.785,0.945,-0.323
Toy Boy Moschino 2019,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.459,0.938,0.979,0.904,-0.241
Toy Boy Moschino 2019,The Most Wanted Azzaro 2021,0.631,0.946,0.924,0.949,0.182
Toy Boy Moschino 2019,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,0.607,0.947,0.972,0.919,-0.032
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.423,0.995,0.996,0.847,0.185
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.553,0.996,0.993,0.836,0.28
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.371,0.988,0.913,0.903,0.053
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.138,0.682,0.659,0.947,-0.307
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.314,0.995,0.983,0.938,0.193
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.351,0.959,0.992,0.781,0.047
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.341,0.751,0.722,0.946,-0.466
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Angels' Share Kilian 2020,0.383,0.996,0.977,0.89,0.298
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.164,0.605,0.542,0.943,-0.417
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.557,0.998,0.999,0.919,0.375
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.438,0.945,0.986,0.957,0.113
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.089,0.554,0.348,0.95,-0.48
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Aventus Creed 2010,0.51,0.849,0.755,0.942,0.194
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Awake Akro 2018,0.364,0.883,0.998,0.9,-0.007
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.409,0.776,0.766,0.84,-0.324
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.595,0.974,0.999,0.986,0.47
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.173,0.553,0.482,0.896,-0.418
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.296,0.737,0.757,0.931,-0.311
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.248,0.808,0.78,0.98,-0.117
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.604,0.987,0.993,0.979,0.459
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.719,0.933,0.965,0.947,0.528
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.15,0.527,0.503,0.903,-0.472
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.172,0.632,0.475,0.91,-0.348
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.672,0.977,0.992,0.964,0.451
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.386,0.993,0.989,0.954,0.297
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.276,0.695,0.531,0.97,-0.405
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Dark Akro 2018,0.466,0.961,0.999,0.894,0.241
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.084,0.515,0.376,0.941,-0.443
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.273,0.725,0.699,0.948,-0.37
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.404,0.996,1.0,0.993,0.331
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.705,0.996,0.999,0.996,0.642
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.195,0.565,0.597,0.746,-0.395
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.137,0.459,0.472,0.744,-0.439
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.115,0.71,0.412,0.757,-0.326
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.387,0.996,0.978,0.951,0.309
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.267,0.955,0.871,0.809,-0.138
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Explorer Montblanc 2019,0.482,0.689,0.738,0.924,-0.02
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.196,0.458,0.608,0.867,-0.429
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.483,0.999,0.992,0.972,0.39
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.246,0.707,0.756,0.993,-0.214
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.458,0.805,0.803,0.96,-0.263
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.636,0.995,0.999,0.989,0.495
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.405,0.899,0.987,0.927,-0.007
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Herod Parfums de Marly 2012,0.581,0.999,0.989,0.985,0.532
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Hugo Iced Hugo Boss 2017,0.145,0.453,0.466,0.931,-0.514
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.216,0.795,0.701,0.793,-0.363
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.355,0.983,0.987,0.847,0.097
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.144,0.493,0.451,0.856,-0.413
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.221,0.631,0.54,0.961,-0.493
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.476,0.991,0.97,0.937,0.219
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Layton Parfums de Marly 2016,0.539,0.977,0.983,0.941,0.264
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.248,0.996,0.999,0.908,0.129
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.366,0.956,0.945,0.901,-0.021
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.392,0.69,0.757,0.924,-0.339
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Legend Montblanc 2020 EAU DE PARFUM,0.447,0.676,0.791,0.926,-0.237
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Les Royales Exclusives - Spice and Wood Creed 2010,0.521,0.868,0.867,0.997,0.169
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.203,0.386,0.347,0.888,-0.504
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.359,0.99,0.975,0.739,0.118
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.264,0.81,0.835,0.907,-0.343
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Mandarino di Amalfi Acqua Tom Ford 2017,0.166,0.594,0.444,0.918,-0.4
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Millésime Impérial Creed 1994,0.261,0.716,0.562,0.978,-0.315
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Mousse Illuminée Rogue 2018,0.292,0.827,0.838,0.986,-0.116
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Mugler Cologne Mugler 2001,0.076,0.527,0.48,0.906,-0.45
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.467,0.997,0.999,0.969,0.524
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Myslf Yves Saint Laurent 2023,0.302,0.737,0.778,0.882,-0.421
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.075,0.617,0.379,0.922,-0.432
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Oliver Strangers Parfumerie 2018,0.263,0.6,0.537,0.943,-0.421
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.886,0.993,0.999,0.996,0.805
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Oud for Greatness Initio 2018,0.593,0.997,0.999,0.996,0.505
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.561,1.0,1.0,0.999,0.449
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Percival Parfums de Marly 2018,0.31,0.647,0.675,0.929,-0.48
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Play Intense Givenchy 2008 EAU DE TOILETTE,0.419,0.98,0.999,0.888,0.169
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Polo Deep Blue Ralph Lauren 2020,0.211,0.457,0.446,0.939,-0.459
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Polo Red Parfum Ralph Lauren 2023,0.527,0.782,0.903,0.972,-0.021
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Reflection Man Amouage 2007,0.276,0.884,0.799,0.973,-0.158
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Royal Oud Creed 2011,0.544,0.93,0.964,0.997,0.333
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Salted Green Mango Strangers Parfumerie 2019,0.311,0.695,0.454,0.938,-0.338
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.485,0.81,0.951,0.998,0.034
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Sapphire Collection - London Widian / AJ Arabia 2018,0.828,0.999,0.993,0.976,0.7
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Sartorial Penhaligon's 2010,0.515,0.844,0.949,0.997,0.131
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Sauvage Dior 2018 EAU DE PARFUM,0.328,0.863,0.875,0.918,-0.203
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Signature Zaharoff 2018 EAU DE PARFUM,0.476,0.879,0.944,0.979,0.072
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Silver Mountain Water Creed 1995,0.218,0.629,0.56,0.96,-0.432
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Targhee Forest Rogue 2023,0.362,0.69,0.856,0.954,-0.134
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Terre d'Hermès Eau Givrée Hermès 2022,0.27,0.58,0.525,0.975,-0.392
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Terre d'Hermès Hermès 2006 EAU DE TOILETTE,0.362,0.786,0.85,0.991,-0.057
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,The Most Wanted Azzaro 2021,0.412,0.993,0.999,0.88,0.158
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,The One for Men Dolce & Gabbana 2015 EAU DE PARFUM,0.557,0.993,0.986,0.936,0.321
Tuscan Leather Tom Ford 2007 EAU DE PARFUM,Toy Boy Moschino 2019,0.381,0.926,0.919,0.928,-0.083
Ultra Mâle Jean Paul Gaultier 2015,1 Million Elixir Paco Rabanne 2022,0.938,0.993,0.994,0.998,0.909
Ultra Mâle Jean Paul Gaultier 2015,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.9,0.986,0.998,0.999,0.878
Ultra Mâle Jean Paul Gaultier 2015,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.772,0.957,0.954,0.975,0.655
Ultra Mâle Jean Paul Gaultier 2015,Acqua di Giò Parfum Giorgio Armani 2023,0.13,0.574,0.742,0.894,-0.45
Ultra Mâle Jean Paul Gaultier 2015,Althaïr Parfums de Marly 2023,0.65,0.971,0.953,0.911,0.413
Ultra Mâle Jean Paul Gaultier 2015,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.517,0.901,0.999,0.654,0.041
Ultra Mâle Jean Paul Gaultier 2015,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.503,0.655,0.8,0.96,-0.35
Ultra Mâle Jean Paul Gaultier 2015,Angels' Share Kilian 2020,0.691,0.99,0.943,0.785,0.473
Ultra Mâle Jean Paul Gaultier 2015,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.178,0.512,0.639,0.959,-0.359
Ultra Mâle Jean Paul Gaultier 2015,Armani Code Absolu pour Homme Giorgio Armani 2019,0.823,0.971,0.99,0.978,0.701
Ultra Mâle Jean Paul Gaultier 2015,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.623,0.883,0.999,0.945,0.244
Ultra Mâle Jean Paul Gaultier 2015,Artisan Pure John Varvatos 2017,0.0,0.468,0.456,0.958,-0.553
Ultra Mâle Jean Paul Gaultier 2015,Aventus Creed 2010,0.427,0.769,0.826,0.93,-0.045
Ultra Mâle Jean Paul Gaultier 2015,Awake Akro 2018,0.537,0.822,0.998,0.791,0.046
Ultra Mâle Jean Paul Gaultier 2015,Bad Boy Cobalt Carolina Herrera 2022,0.749,0.711,0.836,0.996,0.349
Ultra Mâle Jean Paul Gaultier 2015,Bentley for Men Absolute Bentley 2014,0.15,0.924,0.986,0.786,-0.116
Ultra Mâle Jean Paul Gaultier 2015,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.114,0.447,0.584,0.827,-0.529
Ultra Mâle Jean Paul Gaultier 2015,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.207,0.634,0.829,0.947,-0.413
Ultra Mâle Jean Paul Gaultier 2015,Bon Monsieur Rogue 2020,0.093,0.72,0.849,0.793,-0.445
Ultra Mâle Jean Paul Gaultier 2015,Boss Bottled Elixir Hugo Boss 2023,0.361,0.95,0.974,0.857,0.058
Ultra Mâle Jean Paul Gaultier 2015,Boss Bottled Parfum Hugo Boss 2022,0.59,0.867,0.984,0.926,0.195
Ultra Mâle Jean Paul Gaultier 2015,Chrome Azzaro 1996 EAU DE TOILETTE,0.221,0.435,0.604,0.969,-0.325
Ultra Mâle Jean Paul Gaultier 2015,Chrome Extrême Azzaro 2020,0.254,0.552,0.573,0.948,-0.196
Ultra Mâle Jean Paul Gaultier 2015,Cigar Rum Strangers Parfumerie 2017,0.576,0.932,0.997,0.821,0.17
Ultra Mâle Jean Paul Gaultier 2015,Club Black Mercedes-Benz 2017,0.696,0.969,0.963,0.934,0.482
Ultra Mâle Jean Paul Gaultier 2015,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.157,0.603,0.626,0.919,-0.577
Ultra Mâle Jean Paul Gaultier 2015,Dark Akro 2018,0.555,0.943,0.985,0.773,0.199
Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Cologne Dior 2013,0.134,0.421,0.483,0.958,-0.365
Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.386,0.617,0.779,0.96,-0.333
Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Intense Dior 2011,0.52,0.967,0.99,0.886,0.259
Ultra Mâle Jean Paul Gaultier 2015,Dior Homme Parfum Dior 2014,0.353,0.969,0.986,0.851,0.147
Ultra Mâle Jean Paul Gaultier 2015,Eau Parfumée au Thé Blanc Bvlgari 2003,0.144,0.454,0.689,0.684,-0.513
Ultra Mâle Jean Paul Gaultier 2015,Eau Parfumée au Thé Vert Bvlgari 1992,0.067,0.347,0.575,0.678,-0.554
Ultra Mâle Jean Paul Gaultier 2015,Eau de Soleil Blanc Tom Ford 2017,0.355,0.636,0.515,0.74,-0.213
Ultra Mâle Jean Paul Gaultier 2015,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.743,0.986,0.945,0.953,0.6
Ultra Mâle Jean Paul Gaultier 2015,Eros Versace 2020 EAU DE PARFUM,0.711,0.926,0.924,0.989,0.678
Ultra Mâle Jean Paul Gaultier 2015,Explorer Montblanc 2019,0.33,0.587,0.812,0.951,-0.238
Ultra Mâle Jean Paul Gaultier 2015,First Instinct Together Man Abercrombie & Fitch 2020,0.618,0.411,0.702,0.984,0.043
Ultra Mâle Jean Paul Gaultier 2015,Gentleman Givenchy Réserve Privée Givenchy 2022,0.559,0.973,0.97,0.855,0.26
Ultra Mâle Jean Paul Gaultier 2015,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.079,0.593,0.827,0.846,-0.659
Ultra Mâle Jean Paul Gaultier 2015,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.438,0.71,0.868,0.952,-0.384
Ultra Mâle Jean Paul Gaultier 2015,Haltane Parfums de Marly 2021,0.465,0.959,0.994,0.816,0.1
Ultra Mâle Jean Paul Gaultier 2015,Hero Burberry 2022 EAU DE PARFUM,0.615,0.829,0.984,0.972,0.189
Ultra Mâle Jean Paul Gaultier 2015,Herod Parfums de Marly 2012,0.741,0.975,0.963,0.908,0.513
Ultra Mâle Jean Paul Gaultier 2015,Hugo Iced Hugo Boss 2017,0.162,0.356,0.567,0.974,-0.441
Ultra Mâle Jean Paul Gaultier 2015,Invictus Platinum Paco Rabanne 2022,0.693,0.747,0.78,0.997,0.408
Ultra Mâle Jean Paul Gaultier 2015,Invictus Victory Paco Rabanne 2021,0.727,0.952,0.996,0.988,0.662
Ultra Mâle Jean Paul Gaultier 2015,Jimmy Choo Man Aqua Jimmy Choo 2022,0.053,0.408,0.552,0.986,-0.322
Ultra Mâle Jean Paul Gaultier 2015,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.173,0.538,0.637,0.948,-0.543
Ultra Mâle Jean Paul Gaultier 2015,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.627,0.956,0.993,0.964,0.405
Ultra Mâle Jean Paul Gaultier 2015,Layton Parfums de Marly 2016,0.835,0.941,0.998,0.965,0.701
Ultra Mâle Jean Paul Gaultier 2015,Le Mâle Elixir Jean Paul Gaultier 2023,0.719,0.99,0.987,0.985,0.62
Ultra Mâle Jean Paul Gaultier 2015,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.686,0.922,0.978,0.988,0.522
Ultra Mâle Jean Paul Gaultier 2015,Legend Montblanc 2011 EAU DE TOILETTE,0.566,0.593,0.829,0.955,-0.068
Ultra Mâle Jean Paul Gaultier 2015,Legend Montblanc 2020 EAU DE PARFUM,0.474,0.57,0.855,0.953,-0.226
Ultra Mâle Jean Paul Gaultier 2015,Les Royales Exclusives - Spice and Wood Creed 2010,0.252,0.777,0.921,0.847,-0.482
Ultra Mâle Jean Paul Gaultier 2015,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.202,0.291,0.453,0.991,-0.372
Ultra Mâle Jean Paul Gaultier 2015,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.883,0.969,0.994,0.718,0.569
Ultra Mâle Jean Paul Gaultier 2015,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.603,0.73,0.894,0.978,0.114
Ultra Mâle Jean Paul Gaultier 2015,Mandarino di Amalfi Acqua Tom Ford 2017,0.217,0.493,0.546,0.853,-0.396
Ultra Mâle Jean Paul Gaultier 2015,Millésime Impérial Creed 1994,0.223,0.618,0.657,0.914,-0.416
Ultra Mâle Jean Paul Gaultier 2015,Mousse Illuminée Rogue 2018,0.118,0.752,0.896,0.793,-0.439
Ultra Mâle Jean Paul Gaultier 2015,Mugler Cologne Mugler 2001,0.125,0.426,0.58,0.872,-0.439
Ultra Mâle Jean Paul Gaultier 2015,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.582,0.978,0.996,0.786,0.133
Ultra Mâle Jean Paul Gaultier 2015,Myslf Yves Saint Laurent 2023,0.518,0.647,0.846,0.991,-0.027
Ultra Mâle Jean Paul Gaultier 2015,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.182,0.53,0.486,0.846,-0.408
Ultra Mâle Jean Paul Gaultier 2015,Oliver Strangers Parfumerie 2018,0.174,0.493,0.635,0.88,-0.581
Ultra Mâle Jean Paul Gaultier 2015,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.345,0.959,0.995,0.873,0.089
Ultra Mâle Jean Paul Gaultier 2015,Oud for Greatness Initio 2018,0.434,0.99,0.984,0.871,0.261
