name,link,upvotes,downvotes,year,order
Pure XS Night Rabanne (male) ~ 2019,https://www.fragrantica.com/perfume/Rabanne/Pure-XS-Night-53453.html,201,205,2019,40
Overture Man Amouage (male) ~ 2019,https://www.fragrantica.com/perfume/Amouage/Overture-Man-55859.html,132,68,2019,41
Meander Amouage (unisex) ~ 2020,https://www.fragrantica.com/perfume/Amouage/Meander-62859.html,150,110,2020,42
Cool Water Intense Davidoff (male) ~ 2019,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-Intense-55266.html,133,92,2019,43
Spicebomb Night Vision Eau de Parfum Viktor&Rolf (male) ~ 2020,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-Night-Vision-Eau-de-Parfum-62253.html,160,148,2020,44
Sedley Parfums de Marly (unisex) ~ 2019,https://www.fragrantica.com/perfume/Parfums-de-Marly/Sedley-56273.html,122,81,2019,45
Y Live Yves Saint Laurent (male) ~ 2019,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Live-55810.html,125,88,2019,46
Aimez Moi Comme Je Suis Caron (male) ~ 2020,https://www.fragrantica.com/perfume/Caron/Aimez-Moi-Comme-Je-Suis-62675.html,112,65,2020,47
Boss The Scent Absolute Hugo Boss (male) ~ 2019,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-Absolute-56295.html,150,142,2019,48
Gentle Fluidity Silver Maison Francis Kurkdjian (unisex) ~ 2019,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Gentle-Fluidity-Silver-53400.html,128,98,2019,49
1 Million Parfum Rabanne (male) ~ 2020,https://www.fragrantica.com/perfume/Rabanne/1-Million-Parfum-60035.html,236,318,2020,50
Tuscan Leather Intense Tom Ford (unisex) ~ 2019,https://www.fragrantica.com/perfume/Tom-Ford/Tuscan-Leather-Intense-55340.html,101,55,2019,51
Aventus 10th Anniversary Creed (male) ~ 2020,https://www.fragrantica.com/perfume/Creed/Aventus-10th-Anniversary-62845.html,210,275,2020,52
Halfeti Leather Penhaligon's (unisex) ~ 2020,https://www.fragrantica.com/perfume/Penhaligon-s/Halfeti-Leather-61523.html,110,88,2020,53
Sandalo Eau de Parfum Acqua di Parma (unisex) ~ 2019,https://www.fragrantica.com/perfume/Acqua-di-Parma/Sandalo-Eau-de-Parfum-56002.html,94,56,2019,54
Squid Zoologist Perfumes (unisex) ~ 2019,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Squid-56294.html,107,84,2019,55
Pegasus Exclusif Parfums de Marly (male) ~ 2020,https://www.fragrantica.com/perfume/Parfums-de-Marly/Pegasus-Exclusif-63100.html,84,44,2020,56
Megamare Orto Parisi (unisex) ~ 2019,https://www.fragrantica.com/perfume/Orto-Parisi/Megamare-53471.html,117,111,2019,57
K by Dolce & Gabbana Eau de Parfum Dolce&Gabbana (male) ~ 2020,https://www.fragrantica.com/perfume/Dolce-Gabbana/K-by-Dolce-Gabbana-Eau-de-Parfum-62311.html,164,205,2020,58
Winter Palace Memo Paris (unisex) ~ 2019,https://www.fragrantica.com/perfume/Memo-Paris/Winter-Palace-55377.html,95,71,2019,59
Oud Rosewood Dior (unisex) ~ 2020,https://www.fragrantica.com/perfume/Dior/Oud-Rosewood-60318.html,96,74,2020,60
Ristretto Intense Café Montale (unisex) ~ 2019,https://www.fragrantica.com/perfume/Montale/Ristretto-Intense-Cafe-55001.html,84,50,2019,61
L'Homme Le Parfum Yves Saint Laurent (male) ~ 2020,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/L-Homme-Le-Parfum-59731.html,119,123,2020,62
Guilty Pour Homme Eau de Parfum Gucci (male) ~ 2020,https://www.fragrantica.com/perfume/Gucci/Guilty-Pour-Homme-Eau-de-Parfum-59987.html,126,141,2020,63
Interlude 53 Man Amouage (male) ~ 2020,https://www.fragrantica.com/perfume/Amouage/Interlude-53-Man-64153.html,68,27,2020,64
Le Lion Eau de Parfum Chanel (unisex) ~ 2020,https://www.fragrantica.com/perfume/Chanel/Le-Lion-Eau-de-Parfum-61036.html,80,57,2020,65
Colonia Futura Acqua di Parma (unisex) ~ 2020,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Futura-62332.html,82,64,2020,66
Bee Zoologist Perfumes (unisex) ~ 2019,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Bee-58140.html,82,64,2019,67
Danger Pour Homme Parfum Cologne Roja Dove (male) ~ 2019,https://www.fragrantica.com/perfume/Roja-Dove/Danger-Pour-Homme-Parfum-Cologne-57875.html,78,58,2019,68
Signature Noir Zaharoff (male) ~ 2020,https://www.fragrantica.com/perfume/Zaharoff/Signature-Noir-61902.html,64,33,2020,69
Kalan Parfums de Marly (unisex) ~ 2019,https://www.fragrantica.com/perfume/Parfums-de-Marly/Kalan-56036.html,103,113,2019,70
Y Eau Fraiche Yves Saint Laurent (male) ~ 2020,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-Fraiche-60094.html,100,111,2020,71
L'Homme Rochas Rochas (male) ~ 2020,https://www.fragrantica.com/perfume/Rochas/L-Homme-Rochas-59056.html,86,83,2020,72
Sticky Fingers Francesca Bianchi (unisex) ~ 2020,https://www.fragrantica.com/perfume/Francesca-Bianchi/Sticky-Fingers-61631.html,61,33,2020,73
