name,link,upvotes,downvotes,year,order
Olympea Legend Paco Rabanne (female) ~ 2019,https://www.fragrantica.com/perfume/Paco-Rabanne/Olympea-Legend-54324.html,8,20,2019,148
Trajan Nilafar du Nil (male) ~ 2019,https://www.fragrantica.com/perfume/Nilafar-du-Nil/Trajan-60394.html,2,8,2019,149
Neroli Nostrum Lunio (unisex) ~ 2022,https://www.fragrantica.com/perfume/Lunio/Neroli-Nostrum-75342.html,2,8,2022,150
Very Good Girl Carolina Herrera (female) ~ 2021,https://www.fragrantica.com/perfume/Carolina-Herrera/Very-Good-Girl-65560.html,4,12,2021,151
Lady Danger MAC (female) ~ 2016,https://www.fragrantica.com/perfume/MAC/Lady-Danger-42256.html,10,25,2016,152
Aeternitas Franck Muller (unisex) ~ 2017,https://www.fragrantica.com/perfume/Franck-Muller/Aeternitas-49747.html,9,23,2017,153
Mandorle Sora Dora (unisex) ~ 2021,https://www.fragrantica.com/perfume/Sora-Dora/Mandorle-75827.html,9,23,2021,154
Love Potion Midnight Wish Oriflame (female) ~ 2020,https://www.fragrantica.com/perfume/Oriflame/Love-Potion-Midnight-Wish-63779.html,6,17,2020,155
Sundowner Tauer Perfumes (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tauer-Perfumes/Sundowner-70275.html,6,17,2021,156
Butterfly Mind State of Mind (unisex) ~ 2017,https://www.fragrantica.com/perfume/State-of-Mind/Butterfly-Mind-44341.html,3,11,2017,157
Side Effect Initio Parfums Prives (unisex) ~ 2016,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Side-Effect-42260.html,6,17,2016,158
Tobacco Vanille Tom Ford (unisex) ~ 2007,https://www.fragrantica.com/perfume/Tom-Ford/Tobacco-Vanille-1825.html,4,13,2007,159
Ever Bloom Sakura Art Edition Shiseido (female) ~ 2018,https://www.fragrantica.com/perfume/Shiseido/Ever-Bloom-Sakura-Art-Edition-48399.html,11,28,2018,160
Luctor Et Emergo The People Of The Labyrinths (female) ~ 1997,https://www.fragrantica.com/perfume/The-People-Of-The-Labyrinths/Luctor-Et-Emergo-5121.html,9,24,1997,161
Late Harvest Fort & Manle (unisex) ~ 2022,https://www.fragrantica.com/perfume/Fort-Manle/Late-Harvest-74155.html,11,28,2022,162
Jump Up And Kiss Me Hedonistic (2021) Clive Christian (unisex) ~ 2021,https://www.fragrantica.com/perfume/Clive-Christian/Jump-Up-And-Kiss-Me-Hedonistic-2021-70767.html,7,20,2021,163
I Am The Queen Ard Al Zaafaran (female),https://www.fragrantica.com/perfume/Ard-Al-Zaafaran/I-Am-The-Queen-64280.html,5,16,0,164
Epic Man Amouage (male) ~ 2009,https://www.fragrantica.com/perfume/Amouage/Epic-Man-6537.html,3,12,2009,165
Carlisle Parfums de Marly (unisex) ~ 2015,https://www.fragrantica.com/perfume/Parfums-de-Marly/Carlisle-33514.html,4,14,2015,166
Terre d'Evasion Inessance (male),https://www.fragrantica.com/perfume/Inessance/Terre-d-Evasion-32791.html,1,8,0,167
Black Soul Imperial Ted Lapidus (male) ~ 2011,https://www.fragrantica.com/perfume/Ted-Lapidus/Black-Soul-Imperial-12949.html,2,10,2011,168
Scarlet Rouge Moresque (unisex) ~ 2022,https://www.fragrantica.com/perfume/Moresque/Scarlet-Rouge-74770.html,1,8,2022,169
Paradis Rouge O.U.i Original Unique Individual (female) ~ 2021,https://www.fragrantica.com/perfume/O-U-i-Original-Unique-Individual/Paradis-Rouge-72276.html,1,8,2021,170
Attraction Desire For Him Avon (male) ~ 2021,https://www.fragrantica.com/perfume/Avon/Attraction-Desire-For-Him-65298.html,12,31,2021,171
Devious Contradictions in ILK (unisex) ~ 2020,https://www.fragrantica.com/perfume/Contradictions-in-ILK/Devious-61378.html,12,31,2020,172
Popped Cherry The Dua Brand (unisex) ~ 2018,https://www.fragrantica.com/perfume/The-Dua-Brand/Popped-Cherry-65862.html,9,25,2018,173
Come il Sole Bois 1920 (unisex) ~ 2015,https://www.fragrantica.com/perfume/Bois-1920/Come-il-Sole-31814.html,5,17,2015,174
Amber Romance Victoria's Secret (female) ~ 2020,https://www.fragrantica.com/perfume/Victoria-s-Secret/Amber-Romance-67704.html,2,11,2020,175
So Fetch! Strangers Parfumerie (unisex) ~ 2019,https://www.fragrantica.com/perfume/Strangers-Parfumerie/So-Fetch-58534.html,11,30,2019,176
Imperial Wesker (unisex) ~ 2020,https://www.fragrantica.com/perfume/Wesker/Imperial-64716.html,7,22,2020,177
Charming Cherry Aromas de Salazar (unisex) ~ 2022,https://www.fragrantica.com/perfume/Aromas-de-Salazar/Charming-Cherry-74505.html,6,20,2022,178
Spicebomb Viktor&Rolf (male) ~ 2012,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-13857.html,16,40,2012,179
Rituals of Sakura Rituals (female),https://www.fragrantica.com/perfume/Rituals/Rituals-of-Sakura-52635.html,8,24,0,180
Black Lotus Floral Street (unisex) ~ 2017,https://www.fragrantica.com/perfume/Floral-Street/Black-Lotus-47208.html,2,12,2017,181
Cheery by Jeremy Scott Kokeshi (female) ~ 2016,https://www.fragrantica.com/perfume/Kokeshi/Cheery-by-Jeremy-Scott-38165.html,2,12,2016,182
Rafale Molinard (unisex) ~ 1977,https://www.fragrantica.com/perfume/Molinard/Rafale-21872.html,1,10,1977,183
