name,link,upvotes,downvotes,year,order
Sauvage Elixir Dior (male) ~ 2021,https://www.fragrantica.com/perfume/Dior/Sauvage-Elixir-68415.html,2226,1819,2021,1
Le Male Le Parfum Jean Paul Gaultier (male) ~ 2020,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Le-Parfum-61856.html,1735,982,2020,2
La Nuit de L'Homme Bleu Électrique Yves Saint Laurent (male) ~ 2021,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-L-Homme-Bleu-Electrique-67997.html,1498,725,2021,3
Dior Homme Original Dior (male) ~ 2021,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Original-69010.html,1451,703,2021,4
Ombré Leather Parfum Tom Ford (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-Parfum-68716.html,1451,709,2021,5
L'Homme Idéal Extrême Guerlain (male) ~ 2020,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Extreme-60284.html,1287,495,2020,6
Angels' Share By Kilian (unisex) ~ 2020,https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-62615.html,1086,458,2020,7
Emporio Armani Stronger With You Absolutely Giorgio Armani (male) ~ 2021,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Absolutely-64501.html,1119,551,2021,8
Acqua di Giò Profondo Giorgio Armani (male) ~ 2020,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profondo-59532.html,1108,601,2020,9
Interlude Black Iris Amouage (unisex) ~ 2020,https://www.fragrantica.com/perfume/Amouage/Interlude-Black-Iris-60929.html,869,396,2020,10
Beau De Jour Eau de Parfum Tom Ford (male) ~ 2020,https://www.fragrantica.com/perfume/Tom-Ford/Beau-De-Jour-Eau-de-Parfum-59064.html,879,473,2020,11
Dior Homme 2020 Dior (male) ~ 2020,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2020-58714.html,912,605,2020,12
Light Blue Forever pour Homme Dolce&Gabbana (male) ~ 2021,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Forever-pour-Homme-66556.html,883,586,2021,13
Eros Eau de Parfum Versace (male) ~ 2020,https://www.fragrantica.com/perfume/Versace/Eros-Eau-de-Parfum-62762.html,913,658,2020,14
Gentleman Eau de Parfum Boisée Givenchy (male) ~ 2020,https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Parfum-Boisee-59009.html,689,307,2020,15
Y Le Parfum Yves Saint Laurent (male) ~ 2021,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Le-Parfum-64718.html,771,473,2021,16
Terre d'Hermes Flacon H 2021 Parfum Hermès (male) ~ 2021,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Flacon-H-2021-Parfum-65397.html,656,296,2021,17
Pasha de Cartier Parfum Cartier (male) ~ 2020,https://www.fragrantica.com/perfume/Cartier/Pasha-de-Cartier-Parfum-59418.html,598,318,2020,18
Armani Code Eau de Parfum Giorgio Armani (male) ~ 2021,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Eau-de-Parfum-65581.html,596,358,2021,19
H24 Hermès (male) ~ 2021,https://www.fragrantica.com/perfume/Hermes/H24-65147.html,694,633,2021,20
The Most Wanted Azzaro (male) ~ 2021,https://www.fragrantica.com/perfume/Azzaro/The-Most-Wanted-66826.html,548,342,2021,21
Tobacolor Dior (unisex) ~ 2021,https://www.fragrantica.com/perfume/Dior/Tobacolor-65551.html,434,246,2021,22
Le Lion Eau de Parfum Chanel (unisex) ~ 2020,https://www.fragrantica.com/perfume/Chanel/Le-Lion-Eau-de-Parfum-61036.html,410,258,2020,23
Black Orchid Parfum Tom Ford (unisex) ~ 2020,https://www.fragrantica.com/perfume/Tom-Ford/Black-Orchid-Parfum-62199.html,402,303,2020,24
Gentleman Eau de Toilette Intense Givenchy (male) ~ 2021,https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Toilette-Intense-65051.html,378,264,2021,25
Spicebomb Infrared Viktor&Rolf (male) ~ 2021,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-Infrared-66514.html,385,309,2021,26
Bade'e Al Oud Oud for Glory Lattafa Perfumes (unisex) ~ 2020,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Oud-for-Glory-64948.html,369,320,2020,27
The One For Men Eau de Parfum Intense Dolce&Gabbana (male) ~ 2020,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-For-Men-Eau-de-Parfum-Intense-59313.html,331,245,2020,28
Luna Rossa Ocean Prada (male) ~ 2021,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Ocean-68753.html,405,414,2021,29
Reflection 45 Man Amouage (male) ~ 2021,https://www.fragrantica.com/perfume/Amouage/Reflection-45-Man-69488.html,264,144,2021,30
Pegasus Exclusif Parfums de Marly (male) ~ 2020,https://www.fragrantica.com/perfume/Parfums-de-Marly/Pegasus-Exclusif-63100.html,255,129,2020,31
Club de Nuit Sillage Armaf (unisex) ~ 2020,https://www.fragrantica.com/perfume/Armaf/Club-de-Nuit-Sillage-64105.html,258,144,2020,32
Ébène Fumé Tom Ford (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tom-Ford/Ebene-Fume-69008.html,305,247,2021,33
Costa Azzurra Tom Ford (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tom-Ford/Costa-Azzurra-64617.html,303,243,2021,34
Eros Parfum Versace (male) ~ 2021,https://www.fragrantica.com/perfume/Versace/Eros-Parfum-70090.html,366,390,2021,35
Interlude 53 Man Amouage (male) ~ 2020,https://www.fragrantica.com/perfume/Amouage/Interlude-53-Man-64153.html,227,138,2020,36
Costume National Homme Parfum CoSTUME NATIONAL (male) ~ 2020,https://www.fragrantica.com/perfume/CoSTUME-NATIONAL/Costume-National-Homme-Parfum-64016.html,235,158,2020,37
Greenley Parfums de Marly (unisex) ~ 2020,https://www.fragrantica.com/perfume/Parfums-de-Marly/Greenley-62101.html,230,160,2020,38
Boundless Amouage (unisex) ~ 2021,https://www.fragrantica.com/perfume/Amouage/Boundless-66528.html,237,190,2021,39
Narciso Rodriguez For Him Bleu Noir Eau De Toilette Extreme Narciso Rodriguez (male) ~ 2020,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Him-Bleu-Noir-Eau-De-Toilette-Extreme-59238.html,210,140,2020,40
Oud & Spice Acqua di Parma (male) ~ 2021,https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-Spice-68516.html,216,155,2021,41
Halfeti Cedar Penhaligon's (unisex) ~ 2020,https://www.fragrantica.com/perfume/Penhaligon-s/Halfeti-Cedar-64560.html,201,128,2020,42
Invictus Victory Rabanne (male) ~ 2021,https://www.fragrantica.com/perfume/Rabanne/Invictus-Victory-65177.html,299,330,2021,43
Sundowner Tauer Perfumes (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tauer-Perfumes/Sundowner-70275.html,208,149,2021,44
Terre d'Hermes Flacon H 2021 Eau de Toilette Hermès (male) ~ 2021,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Flacon-H-2021-Eau-de-Toilette-65396.html,168,74,2021,45
