link,name_17,upvotes_17,downvotes_17,year_17,order_17,name_18,upvotes_18,downvotes_18,year_18,order_18,name_19,upvotes_19,downvotes_19,year_19,order_19,name_20,upvotes_20,downvotes_20,year_20,order_20,name_21,upvotes_21,downvotes_21,year_21,order_21,name_22,upvotes_22,downvotes_22,year_22,order_22,upvotes_total,downvotes_total,order_total,check_names
https://www.fragrantica.com/perfume/Fendi/Fendi-Uomo-2876.html,Fendi Uomo Fendi (male) ~ 1988,16.0,15.0,1988.0,306.0,Fendi Uomo Fendi (male) ~ 1988,8.0,8.0,1988.0,330.0,,,,,,Fendi Uomo Fendi (male) ~ 1988,12.0,5.0,1988.0,366.0,Fendi Uomo Fendi (male) ~ 1988,14.0,12.0,1988.0,431.0,Fendi Uomo Fendi (male) ~ 1988,14.0,22.0,1988.0,617.0,,,,True
https://www.fragrantica.com/perfume/Lacoste-Fragrances/Essential-787.html,Essential Lacoste Fragrances (male) ~ 2005,15.0,13.0,2005.0,307.0,Essential Lacoste Fragrances (male) ~ 2005,5.0,10.0,2005.0,516.0,,,,,,,,,,,Essential Lacoste Fragrances (male) ~ 2005,8.0,9.0,2005.0,551.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Tom-Ford/Tobacco-Oud-Intense-46482.html,Tobacco Oud Intense Tom Ford (unisex) ~ 2017,16.0,15.0,2017.0,308.0,Tobacco Oud Intense Tom Ford (unisex) ~ 2017,15.0,19.0,2017.0,282.0,Tobacco Oud Intense Tom Ford (unisex) ~ 2017,21.0,16.0,2017.0,228.0,Tobacco Oud Intense Tom Ford (unisex) ~ 2017,4.0,1.0,2017.0,500.0,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Dior/Jules-2016-40736.html,Jules (2016) Dior (male) ~ 2016,13.0,9.0,2016.0,309.0,,,,,,,,,,,Jules (2016) Dior (male) ~ 2016,4.0,7.0,2016.0,616.0,,,,,,Jules (2016) Dior (male) ~ 2016,30.0,39.0,2016.0,444.0,,,,True
https://www.fragrantica.com/perfume/Givenchy/Gentlemen-Only-Intense-23519.html,Gentlemen Only Intense Givenchy (male) ~ 2014,15.0,13.0,2014.0,310.0,Gentlemen Only Intense Givenchy (male) ~ 2014,6.0,18.0,2014.0,652.0,,,,,,Gentlemen Only Intense Givenchy (male) ~ 2014,15.0,19.0,2014.0,437.0,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Bvlgari/Eau-Parfumee-au-The-Blanc-145.html,Eau Parfumee au The Blanc Bvlgari (unisex) ~ 2003,17.0,18.0,2003.0,311.0,,,,,,,,,,,,,,,,Eau Parfumee au The Blanc Bvlgari (unisex) ~ 2003,7.0,15.0,2003.0,891.0,Eau Parfumee au The Blanc Bvlgari (unisex) ~ 2003,1.0,13.0,2003.0,1155.0,,,,True
https://www.fragrantica.com/perfume/Cerruti/Nino-Cerruti-Pour-Homme-10496.html,Nino Cerruti Pour Homme Cerruti (male) ~ 1979,15.0,14.0,1979.0,312.0,,,,,,,,,,,,,,,,Nino Cerruti Pour Homme Cerruti (male) ~ 1979,13.0,15.0,1979.0,485.0,Nino Cerruti Pour Homme Cerruti (male) ~ 1979,8.0,16.0,1979.0,769.0,,,,True
https://www.fragrantica.com/perfume/Calvin-Klein/Escape-for-Men-272.html,Escape for Men Calvin Klein (male) ~ 1993,17.0,18.0,1993.0,313.0,,,,,,,,,,,Escape for Men Calvin Klein (male) ~ 1993,29.0,25.0,1993.0,273.0,Escape for Men Calvin Klein (male) ~ 1993,17.0,25.0,1993.0,518.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Roja-Dove/Enigma-Pour-Homme-20559.html,Enigma Pour Homme Roja Dove (male) ~ 2013,16.0,16.0,2013.0,314.0,Enigma Pour Homme Roja Dove (male) ~ 2013,29.0,20.0,2013.0,156.0,Enigma Pour Homme Roja Dove (male) ~ 2013,61.0,29.0,2013.0,91.0,Enigma Pour Homme Roja Dove (male) ~ 2013,52.0,51.0,2013.0,203.0,Enigma Pour Homme Roja Dove (male) ~ 2013,50.0,33.0,2013.0,220.0,Enigma Pour Homme Roja Dove (male) ~ 2013,39.0,37.0,2013.0,337.0,247.0,186.0,1321.0,True
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Collection-Pour-Homme-13736.html,La Collection Pour Homme Yves Saint Laurent (male) ~ 2011,14.0,12.0,2011.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Montana/Montana-Parfum-d-Homme-2384.html,Montana Parfum d'Homme Montana (male) ~ 1989,15.0,14.0,1989.0,316.0,,,,,,Montana Parfum d'Homme Montana (male) ~ 1989,2.0,0.0,1989.0,454.0,,,,,,Montana Parfum d'Homme Montana (male) ~ 1989,13.0,16.0,1989.0,500.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-1198.html,Polo Blue Ralph Lauren (male) ~ 2003,14.0,12.0,2003.0,317.0,Polo Blue Ralph Lauren (male) ~ 2003,8.0,10.0,2003.0,367.0,Polo Blue Ralph Lauren (male) ~ 2003,23.0,26.0,2003.0,274.0,Polo Blue Ralph Lauren (male) ~ 2003,44.0,38.0,2003.0,214.0,Polo Blue Ralph Lauren (male) ~ 2003,23.0,17.0,2003.0,342.0,Polo Blue Ralph Lauren (male) ~ 2003,6.0,3.0,2003.0,582.0,118.0,106.0,2096.0,True
https://www.fragrantica.com/perfume/Dior/Fahrenheit-Absolute-6555.html,Fahrenheit Absolute Dior (male) ~ 2009,13.0,10.0,2009.0,318.0,Fahrenheit Absolute Dior (male) ~ 2009,34.0,24.0,2009.0,142.0,,,,,,Fahrenheit Absolute Dior (male) ~ 2009,57.0,64.0,2009.0,212.0,Fahrenheit Absolute Dior (male) ~ 2009,69.0,54.0,2009.0,199.0,Fahrenheit Absolute Dior (male) ~ 2009,48.0,51.0,2009.0,318.0,,,,True
https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2007-1771.html,Dior Homme Intense 2007 Dior (male) ~ 2007,11.0,6.0,2007.0,319.0,Dior Homme Intense 2007 Dior (male) ~ 2007,40.0,20.0,2007.0,115.0,,,,,,Dior Homme Intense 2007 Dior (male) ~ 2007,145.0,92.0,2007.0,72.0,Dior Homme Intense 2007 Dior (male) ~ 2007,123.0,73.0,2007.0,122.0,,,,,,,,,True
https://www.fragrantica.com/perfume/John-Varvatos/Vintage-2356.html,Vintage John Varvatos (male) ~ 2006,10.0,4.0,2006.0,320.0,Vintage John Varvatos (male) ~ 2006,27.0,24.0,2006.0,180.0,Vintage John Varvatos (male) ~ 2006,55.0,39.0,2006.0,116.0,Vintage John Varvatos (male) ~ 2006,48.0,29.0,2006.0,181.0,Vintage John Varvatos (male) ~ 2006,44.0,33.0,2006.0,248.0,Vintage John Varvatos (male) ~ 2006,56.0,55.0,2006.0,272.0,240.0,184.0,1317.0,True
https://www.fragrantica.com/perfume/James-Heeley/Sel-Marin-7852.html,Sel Marin James Heeley (unisex),15.0,15.0,0.0,321.0,Sel Marin James Heeley (unisex),2.0,3.0,0.0,492.0,,,,,,,,,,,,,,,,Sel Marin James Heeley (unisex),15.0,30.0,0.0,764.0,,,,True
https://www.fragrantica.com/perfume/By-Kilian/Straight-to-Heaven-4323.html,Straight to Heaven By Kilian (male) ~ 2007,11.0,7.0,2007.0,322.0,Straight to Heaven By Kilian (male) ~ 2007,21.0,28.0,2007.0,245.0,Straight to Heaven By Kilian (male) ~ 2007,14.0,10.0,2007.0,292.0,Straight to Heaven By Kilian (male) ~ 2007,30.0,20.0,2007.0,245.0,Straight to Heaven By Kilian (male) ~ 2007,15.0,19.0,2007.0,490.0,Straight to Heaven By Kilian (male) ~ 2007,14.0,23.0,2007.0,635.0,105.0,107.0,2229.0,True
https://www.fragrantica.com/perfume/Kenzo/Air-75.html,Air Kenzo (male) ~ 2003,9.0,3.0,2003.0,323.0,,,,,,Air Kenzo (male) ~ 2003,20.0,15.0,2003.0,236.0,,,,,,Air Kenzo (male) ~ 2003,5.0,6.0,2003.0,645.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Bottega-Veneta/Bottega-Veneta-Pour-Homme-Parfum-42651.html,Bottega Veneta Pour Homme Parfum Bottega Veneta (male) ~ 2017,22.0,30.0,2017.0,324.0,,,,,,,,,,,Bottega Veneta Pour Homme Parfum Bottega Veneta (male) ~ 2017,42.0,35.0,2017.0,218.0,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Paco-Rabanne/Invictus-18471.html,Invictus Paco Rabanne (male) ~ 2013,51.0,88.0,2013.0,325.0,,,,,,,,,,,Invictus Paco Rabanne (male) ~ 2013,56.0,103.0,2013.0,459.0,Invictus Paco Rabanne (male) ~ 2013,19.0,52.0,2013.0,1113.0,Invictus Paco Rabanne (male) ~ 2013,40.0,60.0,2013.0,458.0,,,,True
https://www.fragrantica.com/perfume/Cartier/Must-de-Cartier-Pour-Homme-313.html,Must de Cartier Pour Homme Cartier (male) ~ 2000,18.0,22.0,2000.0,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Lancome/Balafre-Vintage-190.html,Balafre (Vintage) Lancôme (male) ~ 1967,15.0,16.0,1967.0,327.0,,,,,,,,,,,Balafre (Vintage) Lancôme (male) ~ 1967,6.0,9.0,1967.0,556.0,Balafre (Vintage) Lancôme (male) ~ 1967,3.0,1.0,1967.0,612.0,Balafre (Vintage) Lancôme (male) ~ 1967,5.0,11.0,1967.0,811.0,,,,True
https://www.fragrantica.com/perfume/Pino-Silvestre/Pino-Silvestre-Original-1522.html,Pino Silvestre Original Pino Silvestre (male) ~ 1955,20.0,26.0,1955.0,328.0,,,,,,Pino Silvestre Original Pino Silvestre (male) ~ 1955,26.0,31.0,1955.0,258.0,,,,,,Pino Silvestre Original Pino Silvestre (male) ~ 1955,4.0,6.0,1955.0,744.0,Pino Silvestre Original Pino Silvestre (male) ~ 1955,31.0,40.0,1955.0,437.0,,,,True
https://www.fragrantica.com/perfume/Paco-Rabanne/Tenere-2731.html,Ténéré Paco Rabanne (male) ~ 1988,12.0,10.0,1988.0,329.0,,,,,,,,,,,Ténéré Paco Rabanne (male) ~ 1988,2.0,1.0,1988.0,576.0,Ténéré Paco Rabanne (male) ~ 1988,5.0,10.0,1988.0,851.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Viktor-Rolf/Antidote-1461.html,Antidote Viktor&Rolf (male) ~ 2006,12.0,10.0,2006.0,330.0,Antidote Viktor&Rolf (male) ~ 2006,16.0,21.0,2006.0,276.0,Antidote Viktor&Rolf (male) ~ 2006,9.0,7.0,2006.0,351.0,Antidote Viktor&Rolf (male) ~ 2006,28.0,18.0,2006.0,252.0,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Michael-Kors/Michael-Kors-for-Men-26264.html,Michael Kors for Men Michael Kors (male) ~ 2014,15.0,16.0,2014.0,331.0,Michael Kors for Men Michael Kors (male) ~ 2014,10.0,22.0,2014.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Salvatore-Ferragamo-pour-Homme-659.html,Salvatore Ferragamo pour Homme Salvatore Ferragamo (male) ~ 1999,13.0,12.0,1999.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Acqua-di-Parma/Essenza-di-Colonia-9829.html,Essenza di Colonia Acqua di Parma (male) ~ 2010,11.0,8.0,2010.0,333.0,Essenza di Colonia Acqua di Parma (male) ~ 2010,33.0,16.0,2010.0,130.0,Essenza di Colonia Acqua di Parma (male) ~ 2010,98.0,58.0,2010.0,62.0,Essenza di Colonia Acqua di Parma (male) ~ 2010,133.0,57.0,2010.0,65.0,Essenza di Colonia Acqua di Parma (male) ~ 2010,129.0,56.0,2010.0,109.0,Essenza di Colonia Acqua di Parma (male) ~ 2010,140.0,66.0,2010.0,116.0,544.0,261.0,815.0,True
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Kouros-Fraicheur-2957.html,Kouros Fraicheur Yves Saint Laurent (male) ~ 1993,9.0,4.0,1993.0,334.0,,,,,,,,,,,,,,,,Kouros Fraicheur Yves Saint Laurent (male) ~ 1993,18.0,11.0,1993.0,362.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Indonesian-Oud-Eau-de-Toilette-16188.html,Indonesian Oud Eau de Toilette Ermenegildo Zegna (male) ~ 2012,20.0,27.0,2012.0,335.0,Indonesian Oud Eau de Toilette Ermenegildo Zegna (male) ~ 2012,13.0,15.0,2012.0,281.0,Indonesian Oud Eau de Toilette Ermenegildo Zegna (male) ~ 2012,20.0,15.0,2012.0,235.0,Indonesian Oud Eau de Toilette Ermenegildo Zegna (male) ~ 2012,24.0,25.0,2012.0,330.0,Indonesian Oud Eau de Toilette Ermenegildo Zegna (male) ~ 2012,3.0,1.0,2012.0,617.0,Indonesian Oud Eau de Toilette Ermenegildo Zegna (male) ~ 2012,13.0,31.0,2012.0,957.0,93.0,114.0,2755.0,True
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Essence-de-Parfum-39583.html,Le Male Essence de Parfum Jean Paul Gaultier (male) ~ 2016,14.0,15.0,2016.0,336.0,Le Male Essence de Parfum Jean Paul Gaultier (male) ~ 2016,23.0,31.0,2016.0,233.0,,,,,,Le Male Essence de Parfum Jean Paul Gaultier (male) ~ 2016,33.0,29.0,2016.0,258.0,Le Male Essence de Parfum Jean Paul Gaultier (male) ~ 2016,24.0,52.0,2016.0,982.0,Le Male Essence de Parfum Jean Paul Gaultier (male) ~ 2016,29.0,37.0,2016.0,450.0,,,,True
https://www.fragrantica.com/perfume/Carven/Vetiver-3468.html,Vetiver Carven (male) ~ 1957,10.0,7.0,1957.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Oud-Royal-10884.html,Armani Privé Oud Royal Giorgio Armani (unisex) ~ 2010,9.0,5.0,2010.0,338.0,,,,,,Armani Privé Oud Royal Giorgio Armani (unisex) ~ 2010,16.0,12.0,2010.0,272.0,Armani Privé Oud Royal Giorgio Armani (unisex) ~ 2010,14.0,6.0,2010.0,341.0,Armani Privé Oud Royal Giorgio Armani (unisex) ~ 2010,22.0,29.0,2010.0,444.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Serge-Lutens/Fille-en-Aiguilles-6619.html,Fille en Aiguilles Serge Lutens (unisex) ~ 2009,10.0,7.0,2009.0,339.0,,,,,,Fille en Aiguilles Serge Lutens (unisex) ~ 2009,13.0,6.0,2009.0,276.0,,,,,,Fille en Aiguilles Serge Lutens (unisex) ~ 2009,13.0,15.0,2009.0,492.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Sport-31116.html,Luna Rossa Sport Prada (male) ~ 2015,9.0,5.0,2015.0,340.0,,,,,,Luna Rossa Sport Prada (male) ~ 2015,19.0,9.0,2015.0,213.0,Luna Rossa Sport Prada (male) ~ 2015,25.0,24.0,2015.0,309.0,Luna Rossa Sport Prada (male) ~ 2015,30.0,21.0,2015.0,297.0,Luna Rossa Sport Prada (male) ~ 2015,43.0,54.0,2015.0,381.0,,,,True
https://www.fragrantica.com/perfume/Guerlain/Les-Absolus-d-Orient-Santal-Royal-28246.html,Les Absolus d'Orient Santal Royal Guerlain (unisex) ~ 2014,9.0,5.0,2014.0,341.0,,,,,,,,,,,,,,,,Les Absolus d'Orient Santal Royal Guerlain (unisex) ~ 2014,58.0,36.0,2014.0,206.0,Les Absolus d'Orient Santal Royal Guerlain (unisex) ~ 2014,70.0,59.0,2014.0,223.0,,,,True
https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Uomo-Salvatore-Ferragamo-39466.html,Uomo Salvatore Ferragamo Salvatore Ferragamo (male) ~ 2016,20.0,28.0,2016.0,342.0,Uomo Salvatore Ferragamo Salvatore Ferragamo (male) ~ 2016,37.0,28.0,2016.0,138.0,Uomo Salvatore Ferragamo Salvatore Ferragamo (male) ~ 2016,1.0,2.0,2016.0,587.0,Uomo Salvatore Ferragamo Salvatore Ferragamo (male) ~ 2016,64.0,58.0,2016.0,172.0,Uomo Salvatore Ferragamo Salvatore Ferragamo (male) ~ 2016,14.0,13.0,2016.0,455.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Tauer-Perfumes/Au-Coeur-du-Desert-41053.html,Au Coeur du Désert Tauer Perfumes (unisex) ~ 2016,17.0,22.0,2016.0,343.0,Au Coeur du Désert Tauer Perfumes (unisex) ~ 2016,2.0,1.0,2016.0,436.0,,,,,,Au Coeur du Désert Tauer Perfumes (unisex) ~ 2016,71.0,30.0,2016.0,126.0,Au Coeur du Désert Tauer Perfumes (unisex) ~ 2016,62.0,34.0,2016.0,190.0,Au Coeur du Désert Tauer Perfumes (unisex) ~ 2016,117.0,61.0,2016.0,137.0,,,,True
https://www.fragrantica.com/perfume/Abercrombie-Fitch/Fierce-3508.html,Fierce Abercrombie & Fitch (male) ~ 2002,20.0,28.0,2002.0,344.0,Fierce Abercrombie & Fitch (male) ~ 2002,2.0,5.0,2002.0,555.0,Fierce Abercrombie & Fitch (male) ~ 2002,12.0,10.0,2002.0,324.0,Fierce Abercrombie & Fitch (male) ~ 2002,39.0,53.0,2002.0,316.0,Fierce Abercrombie & Fitch (male) ~ 2002,47.0,41.0,2002.0,255.0,Fierce Abercrombie & Fitch (male) ~ 2002,66.0,67.0,2002.0,253.0,186.0,204.0,2047.0,True
https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Javanese-Patchouli-16187.html,Javanese Patchouli Ermenegildo Zegna (male) ~ 2012,13.0,14.0,2012.0,345.0,Javanese Patchouli Ermenegildo Zegna (male) ~ 2012,16.0,19.0,2012.0,252.0,Javanese Patchouli Ermenegildo Zegna (male) ~ 2012,10.0,8.0,2012.0,341.0,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Tom-Ford/Tom-Ford-for-Men-1172.html,Tom Ford for Men Tom Ford (male) ~ 2007,16.0,20.0,2007.0,346.0,,,,,,Tom Ford for Men Tom Ford (male) ~ 2007,18.0,8.0,2007.0,220.0,Tom Ford for Men Tom Ford (male) ~ 2007,41.0,40.0,2007.0,240.0,Tom Ford for Men Tom Ford (male) ~ 2007,74.0,59.0,2007.0,191.0,Tom Ford for Men Tom Ford (male) ~ 2007,56.0,69.0,2007.0,326.0,,,,True
https://www.fragrantica.com/perfume/Serge-Lutens/Muscs-Koublai-Khan-4090.html,Muscs Koublai Khan Serge Lutens (unisex) ~ 1998,14.0,16.0,1998.0,347.0,,,,,,,,,,,,,,,,,,,,,Muscs Koublai Khan Serge Lutens (unisex) ~ 1998,10.0,26.0,1998.0,965.0,,,,True
https://www.fragrantica.com/perfume/Marbert/Marbert-Man-11073.html,Marbert Man Marbert (male) ~ 1977,12.0,12.0,1977.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Z-Zegna-948.html,Z Zegna Ermenegildo Zegna (male) ~ 2005,12.0,12.0,2005.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Baldessarini/Baldessarini-Hugo-Boss-385.html,Baldessarini Hugo Boss Baldessarini (male) ~ 2002,13.0,14.0,2002.0,350.0,Baldessarini Hugo Boss Baldessarini (male) ~ 2002,3.0,1.0,2002.0,391.0,,,,,,Baldessarini Hugo Boss Baldessarini (male) ~ 2002,12.0,18.0,2002.0,504.0,Baldessarini Hugo Boss Baldessarini (male) ~ 2002,1.0,0.0,2002.0,770.0,Baldessarini Hugo Boss Baldessarini (male) ~ 2002,4.0,16.0,2002.0,1036.0,,,,True
https://www.fragrantica.com/perfume/Tom-Ford/Bois-Marocain-7942.html,Bois Marocain Tom Ford (unisex) ~ 2009,13.0,14.0,2009.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Salvador-Dali/Salvador-Dali-Pour-Homme-2250.html,Salvador Dali Pour Homme Salvador Dali (male) ~ 1987,9.0,6.0,1987.0,352.0,Salvador Dali Pour Homme Salvador Dali (male) ~ 1987,7.0,12.0,1987.0,453.0,Salvador Dali Pour Homme Salvador Dali (male) ~ 1987,18.0,10.0,1987.0,229.0,Salvador Dali Pour Homme Salvador Dali (male) ~ 1987,17.0,13.0,1987.0,342.0,Salvador Dali Pour Homme Salvador Dali (male) ~ 1987,33.0,24.0,1987.0,289.0,Salvador Dali Pour Homme Salvador Dali (male) ~ 1987,17.0,15.0,1987.0,470.0,101.0,80.0,2135.0,True
https://www.fragrantica.com/perfume/John-Varvatos/John-Varvatos-2355.html,John Varvatos John Varvatos (male) ~ 2004,10.0,8.0,2004.0,353.0,John Varvatos John Varvatos (male) ~ 2004,32.0,27.0,2004.0,159.0,John Varvatos John Varvatos (male) ~ 2004,17.0,11.0,2004.0,245.0,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Guy-Laroche/Horizon-2070.html,Horizon Guy Laroche (male) ~ 1993,7.0,2.0,1993.0,354.0,,,,,,Horizon Guy Laroche (male) ~ 1993,5.0,12.0,1993.0,614.0,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Lancome/Hypnose-Homme-992.html,Hypnôse Homme Lancôme (male) ~ 2007,9.0,6.0,2007.0,355.0,,,,,,Hypnôse Homme Lancôme (male) ~ 2007,33.0,41.0,2007.0,234.0,Hypnôse Homme Lancôme (male) ~ 2007,9.0,10.0,2007.0,482.0,Hypnôse Homme Lancôme (male) ~ 2007,55.0,43.0,2007.0,221.0,,,,,,,,,True
https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Dzongkha-1265.html,Dzongkha L'Artisan Parfumeur (unisex) ~ 2006,8.0,4.0,2006.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Collection-Jazz-13734.html,La Collection Jazz Yves Saint Laurent (male) ~ 2011,13.0,15.0,2011.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/Frederic-Malle/Vetiver-Extraordinaire-4774.html,Vetiver Extraordinaire Frederic Malle (male) ~ 2002,11.0,11.0,2002.0,358.0,Vetiver Extraordinaire Frederic Malle (male) ~ 2002,13.0,11.0,2002.0,237.0,,,,,,Vetiver Extraordinaire Frederic Malle (male) ~ 2002,18.0,15.0,2002.0,343.0,Vetiver Extraordinaire Frederic Malle (male) ~ 2002,25.0,27.0,2002.0,370.0,Vetiver Extraordinaire Frederic Malle (male) ~ 2002,41.0,54.0,2002.0,407.0,,,,True
https://www.fragrantica.com/perfume/Loewe/Loewe-Pour-Homme-6295.html,Loewe Pour Homme Loewe (male) ~ 1974,9.0,7.0,1974.0,359.0,Loewe Pour Homme Loewe (male) ~ 1974,7.0,13.0,1974.0,484.0,,,,,,Loewe Pour Homme Loewe (male) ~ 1974,12.0,11.0,1974.0,428.0,Loewe Pour Homme Loewe (male) ~ 1974,7.0,6.0,1974.0,543.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Lubin/Idole-2923.html,Idole Lubin (male) ~ 2005,10.0,9.0,2005.0,360.0,,,,,,,,,,,Idole Lubin (male) ~ 2005,12.0,9.0,2005.0,405.0,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Tea-for-Two-5242.html,Tea for Two L'Artisan Parfumeur (unisex) ~ 2000,8.0,5.0,2000.0,361.0,Tea for Two L'Artisan Parfumeur (unisex) ~ 2000,17.0,12.0,2000.0,199.0,Tea for Two L'Artisan Parfumeur (unisex) ~ 2000,4.0,0.0,2000.0,387.0,,,,,,Tea for Two L'Artisan Parfumeur (unisex) ~ 2000,3.0,0.0,2000.0,580.0,Tea for Two L'Artisan Parfumeur (unisex) ~ 2000,4.0,8.0,2000.0,779.0,,,,True
https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Oud-39468.html,Colonia Oud Acqua di Parma (male) ~ 2012,7.0,3.0,2012.0,362.0,,,,,,,,,,,,,,,,Colonia Oud Acqua di Parma (male) ~ 2012,12.0,13.0,2012.0,494.0,,,,,,,,,True
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Kokorico-12711.html,Kokorico Jean Paul Gaultier (male) ~ 2011,22.0,34.0,2011.0,363.0,,,,,,Kokorico Jean Paul Gaultier (male) ~ 2011,13.0,18.0,2011.0,378.0,Kokorico Jean Paul Gaultier (male) ~ 2011,22.0,16.0,2011.0,299.0,Kokorico Jean Paul Gaultier (male) ~ 2011,25.0,29.0,2011.0,386.0,Kokorico Jean Paul Gaultier (male) ~ 2011,7.0,13.0,2011.0,745.0,,,,True
https://www.fragrantica.com/perfume/Dior/Fahrenheit-32-987.html,Fahrenheit 32 Dior (male) ~ 2007,19.0,28.0,2007.0,364.0,Fahrenheit 32 Dior (male) ~ 2007,6.0,9.0,2007.0,417.0,,,,,,Fahrenheit 32 Dior (male) ~ 2007,33.0,28.0,2007.0,253.0,Fahrenheit 32 Dior (male) ~ 2007,12.0,11.0,2007.0,474.0,Fahrenheit 32 Dior (male) ~ 2007,21.0,26.0,2007.0,484.0,,,,True
https://www.fragrantica.com/perfume/Armaf/Tres-Nuit-27711.html,Tres Nuit Armaf (male),14.0,18.0,0.0,365.0,Tres Nuit Armaf (male),5.0,16.0,0.0,660.0,,,,,,,,,,,Tres Nuit Armaf (male),14.0,22.0,0.0,563.0,Tres Nuit Armaf (male),56.0,46.0,0.0,251.0,,,,True
https://www.fragrantica.com/perfume/Comme-des-Garcons/Black-Eau-de-Toilette-18368.html,Black Eau de Toilette Comme des Garcons (unisex) ~ 2013,11.0,12.0,2013.0,366.0,,,,,,Black Eau de Toilette Comme des Garcons (unisex) ~ 2013,2.0,1.0,2013.0,496.0,,,,,,,,,,,,,,,,,,,True
https://www.fragrantica.com/perfume/MDCI-Parfums/Invasion-Barbare-5937.html,Invasion Barbare MDCI Parfums (male) ~ 2005,9.0,8.0,2005.0,367.0,Invasion Barbare MDCI Parfums (male) ~ 2005,18.0,13.0,2005.0,195.0,Invasion Barbare MDCI Parfums (male) ~ 2005,39.0,31.0,2005.0,162.0,Invasion Barbare MDCI Parfums (male) ~ 2005,9.0,7.0,2005.0,442.0,Invasion Barbare MDCI Parfums (male) ~ 2005,38.0,27.0,2005.0,265.0,Invasion Barbare MDCI Parfums (male) ~ 2005,63.0,57.0,2005.0,246.0,176.0,143.0,1677.0,True
https://www.fragrantica.com/perfume/Versace/Versus-Uomo-1417.html,Versus Uomo Versace (male) ~ 1991,8.0,6.0,1991.0,368.0,Versus Uomo Versace (male) ~ 1991,15.0,19.0,1991.0,277.0,Versus Uomo Versace (male) ~ 1991,4.0,3.0,1991.0,423.0,Versus Uomo Versace (male) ~ 1991,14.0,7.0,1991.0,344.0,Versus Uomo Versace (male) ~ 1991,17.0,14.0,1991.0,403.0,Versus Uomo Versace (male) ~ 1991,17.0,29.0,1991.0,632.0,75.0,78.0,2447.0,True
